there	EX	there
was	VBD	be
this	DT	this
one	CD	one
girl	NN	girl
we	PP	we
had	VBD	have
,	,	,
she	PP	she
was	VBD	be
barely	RB	barely
sixteen	CD	sixteen
and	CC	and
had	VBD	have
quite	RB	quite
significant	JJ	significant
special	JJ	special
needs	NNS	need
,	,	,
and	CC	and
her	PP$	her
gran	NN	<unknown>
had	VBD	have
been	VBN	be
looking	VBG	look
after	IN	after
her	PP	her
.	SENT	.
then	RB	then
her	PP$	her
grandmother	NN	grandmother
just	RB	just
could	MD	could
n't	RB	n't
cope	VB	cope
any	DT	any
more	JJR	more
,	,	,
so	RB	so
the	DT	the
council	NN	council
stepped	VBD	step
in	IN	in
.	SENT	.
instead	RB	instead
of	IN	of
finding	VBG	find
some	DT	some
sort	NN	sort
of	IN	of
supported	VBN	support
placement	NN	placement
,	,	,
they	PP	they
actually	RB	actually
gave	VBD	give
this	DT	this
girl	NN	girl
her	PP	her
own	VBP	own
flat	JJ	flat
.	SENT	.
I	PP	I
just	RB	just
thought	VBD	think
,	,	,
how	WRB	how
on	IN	on
earth	NN	earth
is	VBZ	be
that	IN	that
safe	JJ	safe
?	SENT	?
she	PP	she
was	VBD	be
so	RB	so
vulnerable	JJ	vulnerable
,	,	,
and	CC	and
it	PP	it
felt	VBD	feel
completely	RB	completely
inappropriate	JJ	inappropriate
to	TO	to
expect	VB	expect
her	PP	her
to	TO	to
manage	VB	manage
on	IN	on
her	PP$	her
own	JJ	own
like	IN	like
that	DT	that
.	SENT	.
what	WP	what
made	VBD	make
it	PP	it
more	RBR	more
frustrating	JJ	frustrating
was	VBD	be
that	IN	that
in	IN	in
school	NN	school
she	PP	she
was	VBD	be
absolutely	RB	absolutely
fine	JJ	fine
.	SENT	.
as	RB	as
long	RB	long
as	IN	as
you	PP	you
gave	VBD	give
her	PP$	her
clear	JJ	clear
boundaries	NNS	boundary
and	CC	and
routines	NNS	routine
she	PP	she
responded	VBD	respond
really	RB	really
well	RB	well
,	,	,
she	PP	she
knew	VBD	know
what	WP	what
was	VBD	be
expected	VBN	expect
and	CC	and
she	PP	she
could	MD	could
cope	VB	cope
.	SENT	.
it	PP	it
really	RB	really
showed	VBD	show
that	IN	that
with	IN	with
the	DT	the
right	JJ	right
structure	NN	structure
she	PP	she
did	VBD	do
n’t	RB	n't
need	VB	need
to	TO	to
be	VB	be
left	VBN	leave
in	IN	in
that	DT	that
risky	JJ	risky
situation	NN	situation
.	SENT	.
and	CC	and
she	PP	she
was	VBD	be
n’t	RB	n't
unique	JJ	unique
.	SENT	.
we	PP	we
had	VBD	have
a	DT	a
lot	NN	lot
of	IN	of
pupils	NNS	pupil
coming	VBG	come
to	TO	to
us	PP	us
from	IN	from
mainstream	JJ	mainstream
schools	NNS	school
who	WP	who
’d	VBD	have
been	VBN	be
excluded	VBN	exclude
from	IN	from
classrooms	NNS	classroom
.	SENT	.
by	IN	by
the	DT	the
time	NN	time
they	PP	they
arrived	VBD	arrive
they	PP	they
were	VBD	be
totally	RB	totally
unused	JJ	unused
to	TO	to
any	DT	any
sort	NN	sort
of	IN	of
learning	VBG	learn
environment	NN	environment
.	SENT	.
some	DT	some
of	IN	of
them	PP	them
were	VBD	be
genuinely	RB	genuinely
surprised	VBN	surprise
to	TO	to
be	VB	be
asked	VBN	ask
to	TO	to
do	VB	do
any	DT	any
work	NN	work
at	IN	at
all	DT	all
.	SENT	.
they	PP	they
’d	VBD	have
spent	VBN	spend
so	RB	so
long	RB	long
out	RB	out
of	IN	of
proper	JJ	proper
lessons	NNS	lesson
that	IN	that
the	DT	the
idea	NN	idea
of	IN	of
sitting	VBG	sit
down	RP	down
and	CC	and
learning	VBG	learn
was	VBD	be
almost	RB	almost
alien	JJ	alien
to	TO	to
them	PP	them
.	SENT	.
