When	WRB	when
I	PP	I
got	VBD	get
into	IN	into
the	DT	the
bank	NN	bank
about	IN	about
nine	CD	nine
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
the	DT	the
very	RB	very
first	JJ	first
job	NN	job
was	VBD	be
always	RB	always
the	DT	the
post	NN	post
.	SENT	.
We	PP	we
’d	MD	will
open	VB	open
all	PDT	all
the	DT	the
envelopes	NNS	envelope
with	IN	with
customers	NNS	customer
’	POS	'
cheques	NNS	cheque
in	IN	in
them	PP	them
,	,	,
which	WDT	which
had	VBD	have
been	VBN	be
sent	VBN	send
on	IN	on
to	TO	to
us	PP	us
from	IN	from
a	DT	a
central	JJ	central
clearing	NN	clearing
office	NN	office
or	CC	or
from	IN	from
head	NN	head
office	NN	office
.	SENT	.
Their	PP$	their
job	NN	job
was	VBD	be
to	TO	to
sort	VB	sort
all	PDT	all
the	DT	the
cheques	NNS	cheque
and	CC	and
then	RB	then
post	VB	post
them	PP	them
out	RP	out
to	TO	to
the	DT	the
various	JJ	various
banks	NNS	bank
on	IN	on
which	WDT	which
they	PP	they
were	VBD	be
drawn	VBN	draw
.	SENT	.
So	IN	so
every	DT	every
morning	NN	morning
our	PP$	our
bank	NN	bank
would	MD	would
receive	VB	receive
this	DT	this
batch	NN	batch
of	IN	of
post	NN	post
,	,	,
and	CC	and
we	PP	we
’d	MD	will
sit	VB	sit
down	RP	down
and	CC	and
start	VB	start
working	VBG	work
through	IN	through
the	DT	the
cheques	NNS	cheque
that	WDT	that
had	VBD	have
come	VBN	come
in	RP	in
.	SENT	.
