when	WRB	when
I	PP	I
was	VBD	be
looking	VBG	look
for	IN	for
mine	NN	mine
I	PP	I
did	VBD	do
that	IN	that
much	JJ	much
research	NN	research
I	PP	I
was	VBD	be
going	VBG	go
dizzy	JJ	dizzy
I	PP	I
was	VBD	be
on	IN	on
the	DT	the
Mini	JJ	mini
forums	NNS	forum
all	PDT	all
the	DT	the
time	NN	time
there	EX	there
’s	VBZ	be
one	CD	one
for	IN	for
the	DT	the
old	JJ	old
proper	JJ	proper
vintage	NN	vintage
Minis	NNS	mini
and	CC	and
then	RB	then
there	EX	there
’s	VBZ	be
another	DT	another
one	CD	one
for	IN	for
the	DT	the
newer	JJR	new
ones	NNS	one
like	IN	like
mine	NN	mine
I	PP	I
never	RB	never
actually	RB	actually
posted	VBD	post
anything	NN	anything
myself	PP	myself
but	CC	but
I	PP	I
’d	MD	will
just	RB	just
sit	VB	sit
and	CC	and
read	VB	read
through	IN	through
everybody	NN	everybody
else	RB	else
’s	VBZ	be
write	VB	write
ups	NNS	up
on	IN	on
whatever	WDT	whatever
it	PP	it
was	VBD	be
I	PP	I
wanted	VBD	want
to	TO	to
know	VB	know
about	IN	about
you	PP	you
can	MD	can
find	VB	find
anything	NN	anything
on	IN	on
there	RB	there
really	RB	really
does	VBZ	do
n’t	RB	n't
matter	VB	matter
what	WP	what
you	PP	you
’re	VBP	be
thinking	VBG	think
of	IN	of
there	EX	there
’ll	RB	<unknown>
be	VB	be
someone	NN	someone
who	WP	who
’s	VBZ	have
already	RB	already
written	VBN	write
about	IN	about
it	PP	it
