There	EX	there
’s	VBZ	be
also	RB	also
that	DT	that
wonderful	JJ	wonderful
exhibition	NN	exhibition
on	IN	on
at	IN	at
the	DT	the
moment	NN	moment
,	,	,
all	PDT	all
those	DT	those
portraits	NNS	portrait
by	IN	by
Moroni	NP	Moroni
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
sixteenth‑century	JJ	<unknown>
chap	NN	chap
everyone	NN	everyone
’s	VBZ	be
rather	RB	rather
forgotten	VBN	forget
.	SENT	.
You	PP	you
ca	MD	ca
n’t	RB	n't
see	VB	see
it	PP	it
together	RB	together
with	IN	with
the	DT	the
other	JJ	other
exhibition	NN	exhibition
,	,	,
sadly	RB	sadly
,	,	,
but	CC	but
on	IN	on
its	PP$	its
own	JJ	own
it	PP	it
’s	VBZ	be
absolutely	RB	absolutely
worth	JJ	worth
it	PP	it
.	SENT	.
The	DT	the
portraits	NNS	portrait
are	VBP	be
so	RB	so
psychologically	RB	psychologically
incisive	JJ	incisive
,	,	,
really	RB	really
amazing	JJ	amazing
faces	NNS	face
,	,	,
you	PP	you
feel	VBP	feel
you	PP	you
know	VBP	know
the	DT	the
people	NNS	people
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
getting	VBG	get
you	PP	you
in	RP	in
,	,	,
I	PP	I
can	MD	can
either	RB	either
arrange	VB	arrange
for	IN	for
you	PP	you
to	TO	to
meet	VB	meet
the	DT	the
man	NN	man
who	WP	who
can	MD	can
let	VB	let
you	PP	you
in	IN	in
at	IN	at
any	DT	any
time	NN	time
,	,	,
or	CC	or
we	PP	we
can	MD	can
use	VB	use
the	DT	the
official	JJ	official
rule	NN	rule
–	:	-
friends	NNS	friend
go	VBP	go
free	JJ	free
on	IN	on
Fridays	NNS	Friday
at	IN	at
nine	CD	nine
o’clock	NN	o’clock
.	SENT	.
