There	EX	there
’s	VBZ	be
this	DT	this
woman	NN	woman
in	IN	in
our	PP$	our
office	NN	office
whose	WP$	whose
husband	NN	husband
’s	VBZ	have
been	VBN	be
off	RB	off
work	VB	work
all	DT	all
week	NN	week
,	,	,
and	CC	and
he	PP	he
’s	VBZ	have
spent	VBN	spend
the	DT	the
whole	JJ	whole
time	NN	time
stripping	VBG	strip
things	NNS	thing
,	,	,
varnishing	VBG	varnish
,	,	,
fixing	VBG	fix
bits	NNS	bit
around	IN	around
the	DT	the
house	NN	house
,	,	,
just	RB	just
doing	VBG	do
loads	NNS	load
of	IN	of
DIY	NN	DIY
.	SENT	.
But	CC	but
she	PP	she
’s	VBZ	be
already	RB	already
decided	VBN	decide
he	PP	he
’s	VBZ	be
going	VBG	go
to	TO	to
do	VB	do
a	DT	a
rubbish	JJ	rubbish
job	NN	job
,	,	,
so	RB	so
she	PP	she
’s	VBZ	be
quietly	RB	quietly
lining	VBG	line
up	RP	up
a	DT	a
builder	NN	builder
as	IN	as
backup	NN	backup
.	SENT	.
I	PP	I
was	VBD	be
saying	VBG	say
it	PP	it
’s	VBZ	be
a	DT	a
bit	NN	bit
harsh	JJ	harsh
,	,	,
like	IN	like
she	PP	she
’s	VBZ	have
got	VBN	get
no	DT	no
faith	NN	faith
in	IN	in
him	PP	him
at	IN	at
all	DT	all
.	SENT	.
The	DT	the
plan	NN	plan
is	VBZ	be
basically	RB	basically
to	TO	to
let	VB	let
him	PP	him
get	VB	get
on	IN	on
with	IN	with
it	PP	it
,	,	,
make	VB	make
him	PP	him
feel	VB	feel
like	IN	like
he	PP	he
’s	VBZ	be
doing	VBG	do
the	DT	the
right	JJ	right
thing	NN	thing
,	,	,
and	CC	and
then	RB	then
,	,	,
once	RB	once
he	PP	he
’s	VBZ	be
finished	VBN	finish
,	,	,
she	PP	she
’ll	RB	<unknown>
just	RB	just
get	VB	get
someone	NN	someone
else	RB	else
in	IN	in
to	TO	to
redo	VB	redo
it	PP	it
properly	RB	properly
.	SENT	.
It	PP	it
’s	VBZ	be
such	PDT	such
a	DT	a
sneaky	JJ	sneaky
way	NN	way
of	IN	of
going	VBG	go
about	IN	about
it	PP	it
,	,	,
letting	VBG	let
him	PP	him
try	VBP	try
and	CC	and
then	RB	then
undermining	VBG	undermine
him	PP	him
by	IN	by
bringing	VBG	bring
in	IN	in
a	DT	a
professional	NN	professional
afterwards	RB	afterwards
.	SENT	.
