there	EX	there
was	VBD	be
this	DT	this
one	CD	one
lad	NN	lad
,	,	,
proper	JJ	proper
rude	JJ	rude
boy	NN	boy
type	NN	type
,	,	,
who	WP	who
came	VBD	come
in	IN	in
to	TO	to
look	VB	look
at	IN	at
the	DT	the
sportswear	NN	sportswear
course	NN	course
,	,	,
and	CC	and
he	PP	he
was	VBD	be
clearly	RB	clearly
really	RB	really
talented	JJ	talented
,	,	,
like	IN	like
the	DT	the
stuff	NN	stuff
he	PP	he
’d	VBD	have
actually	RB	actually
made	VBN	make
was	VBD	be
impressive	JJ	impressive
.	SENT	.
but	CC	but
instead	RB	instead
of	IN	of
anyone	NN	anyone
just	RB	just
looking	VBG	look
at	IN	at
what	WP	what
he	PP	he
could	MD	could
do	VB	do
,	,	,
he	PP	he
had	VBD	have
to	TO	to
go	VB	go
through	IN	through
this	DT	this
whole	JJ	whole
formal	JJ	formal
system	NN	system
–	:	-
all	PDT	all
that	DT	that
presenting	VBG	present
contextual	JJ	contextual
research	NN	research
,	,	,
tree	NN	tree
rubbings	NNS	rubbing
,	,	,
all	PDT	all
the	DT	the
usual	JJ	usual
bollocks	NN	bollocks
.	SENT	.
it	PP	it
felt	VBD	feel
completely	RB	completely
pointless	JJ	pointless
,	,	,
like	JJ	like
none	NN	none
of	IN	of
that	WDT	that
had	VBD	have
anything	NN	anything
to	TO	to
do	VB	do
with	IN	with
the	DT	the
quality	NN	quality
of	IN	of
his	PP$	his
real	JJ	real
work	NN	work
,	,	,
and	CC	and
it	PP	it
definitely	RB	definitely
was	VBD	be
n’t	RB	n't
what	WP	what
actually	RB	actually
validated	VBD	validate
what	WP	what
he	PP	he
’d	VBD	have
created	VBN	create
.	SENT	.
