when	WRB	when
we	PP	we
were	VBD	be
in	IN	in
Tunisia	NP	Tunisia
I	PP	I
tried	VBD	try
to	TO	to
sort	VB	sort
that	IN	that
wee	JJ	wee
white	JJ	white
laptop	NN	laptop
out	IN	out
properly	RB	properly
,	,	,
so	RB	so
I	PP	I
set	VBP	set
it	PP	it
up	RP	up
to	TO	to
dual-boot	NN	<unknown>
with	IN	with
Windows	NNS	window
and	CC	and
Linux	NP	Linux
.	SENT	.
the	DT	the
idea	NN	idea
was	VBD	be
that	IN	that
I	PP	I
’d	MD	will
still	RB	still
have	VB	have
Windows	NNS	window
there	RB	there
if	IN	if
I	PP	I
needed	VBD	need
it	PP	it
,	,	,
but	CC	but
it	PP	it
never	RB	never
really	RB	really
worked	VBN	work
all	PDT	all
that	DT	that
well	NN	well
.	SENT	.
a	DT	a
few	JJ	few
fairly	RB	fairly
basic	JJ	basic
things	NNS	thing
just	RB	just
would	MD	would
n’t	RB	n't
behave	VB	behave
–	:	-
even	RB	even
something	NN	something
as	IN	as
simple	JJ	simple
as	IN	as
changing	VBG	change
the	DT	the
screen	NN	screen
brightness	NN	brightness
did	VBD	do
n’t	RB	n't
work	VB	work
properly	RB	properly
on	IN	on
that	DT	that
setup	NN	setup
.	SENT	.
compared	VBN	compare
to	TO	to
that	DT	that
,	,	,
the	DT	the
Linux	NP	Linux
Mint	NP	Mint
I	NP	I
’m	NN	<unknown>
running	VBG	run
on	IN	on
it	PP	it
now	RB	now
works	VBZ	work
really	RB	really
well	RB	well
,	,	,
much	RB	much
smoother	JJR	smooth
and	CC	and
more	RBR	more
reliable	JJ	reliable
.	SENT	.
