when	WRB	when
they	PP	they
finally	RB	finally
did	VBD	do
diagnose	VB	diagnose
her	PP	her
it	PP	it
was	VBD	be
stage	NN	stage
four	CD	four
by	IN	by
then	RB	then
,	,	,
and	CC	and
that	DT	that
’s	VBZ	be
what	WP	what
really	RB	really
stuck	VBD	stick
with	IN	with
me	PP	me
,	,	,
that	IN	that
she	PP	she
’d	VBD	have
been	VBN	be
going	VBG	go
back	RB	back
and	CC	and
back	RB	back
for	IN	for
years	NNS	year
and	CC	and
just	RB	just
written	VBN	write
off	RP	off
as	IN	as
this	DT	this
neurotic	JJ	neurotic
,	,	,
hysterical	JJ	hysterical
woman	NN	woman
.	SENT	.
It	PP	it
’s	VBZ	be
terrifying	JJ	terrifying
,	,	,
really	RB	really
,	,	,
because	IN	because
with	IN	with
things	NNS	thing
like	IN	like
breast	NN	breast
cancer	NN	cancer
and	CC	and
cervical	JJ	cervical
cancer	NN	cancer
there	EX	there
’s	VBZ	have
been	VBN	be
so	RB	so
much	JJ	much
publicity	NN	publicity
,	,	,
and	CC	and
we	PP	we
all	RB	all
know	VBP	know
you	PP	you
check	VB	check
your	PP$	your
breasts	NNS	breast
,	,	,
you	PP	you
go	VBP	go
for	IN	for
your	PP$	your
smear	NN	smear
,	,	,
and	CC	and
there	EX	there
’s	VBZ	be
a	DT	a
sort	NN	sort
of	IN	of
clear	JJ	clear
script	NN	script
you	PP	you
follow	VBP	follow
.	SENT	.
But	CC	but
with	IN	with
ovarian	JJ	ovarian
,	,	,
and	CC	and
even	RB	even
more	RBR	more
with	IN	with
vulval	JJ	vulval
and	CC	and
vaginal	JJ	vaginal
cancers	NNS	cancer
,	,	,
I	PP	I
think	VBP	think
most	RBS	most
women	NNS	woman
,	,	,
certainly	RB	certainly
me	PP	me
,	,	,
just	RB	just
do	VBP	do
n’t	RB	n't
know	VB	know
what	WP	what
you	PP	you
’re	VBP	be
supposed	VBN	suppose
to	TO	to
be	VB	be
looking	VBG	look
out	RP	out
for	IN	for
at	IN	at
all	DT	all
.	SENT	.
And	CC	and
the	DT	the
awful	JJ	awful
thing	NN	thing
is	VBZ	be
the	DT	the
symptoms	NNS	symptom
are	VBP	be
so	RB	so
vague	JJ	vague
that	IN	that
they	PP	they
’re	VBP	be
very	RB	very
easily	RB	easily
put	VB	put
down	RP	down
to	TO	to
something	NN	something
else	RB	else
–	:	-
irritable	JJ	irritable
bowel	NN	bowel
,	,	,
or	CC	or
“	``	"
it	PP	it
’s	VBZ	be
just	RB	just
your	PP$	your
age	NN	age
”	''	"
,	,	,
or	CC	or
“	``	"
it	PP	it
’s	VBZ	be
your	PP$	your
hormones	NNS	hormone
”	''	"
,	,	,
that	DT	that
sort	NN	sort
of	IN	of
thing	NN	thing
.	SENT	.
So	IN	so
the	DT	the
doctors	NNS	doctor
do	VBP	do
n’t	RB	n't
necessarily	RB	necessarily
think	VB	think
,	,	,
oh	UH	oh
,	,	,
this	DT	this
could	MD	could
be	VB	be
cancer	NN	cancer
,	,	,
let	VB	let
’s	VBZ	be
get	VB	get
a	DT	a
CA125	NP	<unknown>
done	VBN	do
,	,	,
let	VB	let
’s	VBZ	be
send	VB	send
her	PP	her
for	IN	for
a	DT	a
scan	NN	scan
.	SENT	.
They	PP	they
’re	VBP	be
following	VBG	follow
what	WP	what
,	,	,
statistically	RB	statistically
,	,	,
is	VBZ	be
most	RBS	most
likely	JJ	likely
to	TO	to
be	VB	be
the	DT	the
explanation	NN	explanation
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
cancer	NN	cancer
,	,	,
and	CC	and
so	RB	so
they	PP	they
do	VBP	do
n’t	RB	n't
order	VB	order
the	DT	the
tests	NNS	test
or	CC	or
the	DT	the
ultrasound	NN	ultrasound
.	SENT	.
And	CC	and
meanwhile	RB	meanwhile
,	,	,
if	IN	if
it	PP	it
is	VBZ	be
ovarian	JJ	ovarian
or	CC	or
something	NN	something
like	IN	like
that	DT	that
,	,	,
it	PP	it
’s	VBZ	be
just	RB	just
quietly	RB	quietly
getting	VBG	get
worse	JJR	bad
in	IN	in
the	DT	the
background	NN	background
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
really	RB	really
frightening	JJ	frightening
thought	NN	thought
.	SENT	.
