when	WRB	when
she	PP	she
's	VBZ	be
with	IN	with
her	PP$	her
uni	NN	uni
friends	NNS	friend
she	PP	she
just	RB	just
drinks	VBZ	drink
like	IN	like
a	DT	a
complete	JJ	complete
fish	NN	fish
,	,	,
you	PP	you
know	VBP	know
,	,	,
really	RB	really
goes	VBZ	go
for	IN	for
it	PP	it
,	,	,
and	CC	and
then	RB	then
at	IN	at
other	JJ	other
times	NNS	time
she	PP	she
’s	VBZ	be
so	RB	so
restrained	JJ	restrained
it	PP	it
’s	VBZ	be
almost	RB	almost
like	IN	like
this	DT	this
overdone	VBN	overdo
temperance	NN	temperance
thing	NN	thing
.	SENT	.
it	PP	it
makes	VBZ	make
her	PP	her
seem	VBP	seem
like	IN	like
this	DT	this
massive	JJ	massive
seething	JJ	seething
ball	NN	ball
of	IN	of
nerves	NNS	nerve
and	CC	and
neurosis	NN	neurosis
underneath	IN	underneath
it	PP	it
all	RB	all
.	SENT	.
with	IN	with
them	PP	them
she	PP	she
looks	VBZ	look
more	RBR	more
relaxed	VBN	relax
,	,	,
but	CC	but
I	PP	I
ca	MD	ca
n’t	RB	n't
help	VB	help
wondering	VBG	wonder
if	IN	if
she	PP	she
’s	VBZ	be
kind	NN	kind
of	IN	of
pretending	VBG	pretend
a	DT	a
bit	NN	bit
,	,	,
putting	VBG	put
on	IN	on
a	DT	a
front	NN	front
.	SENT	.
with	IN	with
me	PP	me
she	PP	she
seems	VBZ	seem
less	RBR	less
worried	JJ	worried
than	IN	than
she	PP	she
used	VBD	use
to	TO	to
be	VB	be
,	,	,
but	CC	but
she	PP	she
’s	VBZ	be
still	RB	still
on	IN	on
edge	NN	edge
,	,	,
and	CC	and
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
she	PP	she
just	RB	just
comes	VBZ	come
across	RP	across
as	RB	as
really	RB	really
tense	JJ	tense
.	SENT	.
