when	WRB	when
I	PP	I
did	VBD	do
used	VBN	use
to	TO	to
bring	VB	bring
it	PP	it
up	RP	up
with	IN	with
my	PP$	my
mum	NN	mum
,	,	,
about	IN	about
her	PP$	her
copying	NN	copying
those	DT	those
mannerisms	NNS	mannerism
,	,	,
it	PP	it
would	MD	would
just	RB	just
blow	VB	blow
up	RP	up
into	IN	into
this	DT	this
massive	JJ	massive
argument	NN	argument
over	IN	over
something	NN	something
really	RB	really
small	JJ	small
.	SENT	.
then	RB	then
my	PP$	my
dad	NN	dad
would	MD	would
always	RB	always
step	VB	step
in	IN	in
as	IN	as
the	DT	the
peacekeeper	NN	peacekeeper
and	CC	and
tell	VB	tell
me	PP	me
I	PP	I
was	VBD	be
being	VBG	be
out	RB	out
of	IN	of
order	NN	order
and	CC	and
that	IN	that
I	PP	I
needed	VBD	need
to	TO	to
apologise	VB	apologise
to	TO	to
her	PP	her
.	SENT	.
it	PP	it
made	VBD	make
me	PP	me
feel	VBP	feel
like	IN	like
I	PP	I
was	VBD	be
n’t	RB	n't
allowed	VBN	allow
to	TO	to
have	VB	have
an	DT	an
opinion	NN	opinion
about	IN	about
it	PP	it
at	IN	at
all	DT	all
.	SENT	.
I	PP	I
’d	MD	will
end	VB	end
up	RP	up
arguing	VBG	argue
with	IN	with
him	PP	him
instead	RB	instead
,	,	,
basically	RB	basically
for	IN	for
her	PP$	her
benefit	NN	benefit
,	,	,
which	WDT	which
just	RB	just
made	VBD	make
everything	NN	everything
feel	VB	feel
even	RB	even
more	RBR	more
unfair	JJ	unfair
.	SENT	.
