yeah	RB	yeah
so	RB	so
the	DT	the
kittens	NNS	kitten
I	PP	I
keep	VBP	keep
dreaming	VBG	dream
about	RB	about
,	,	,
I	PP	I
really	RB	really
see	VBP	see
them	PP	them
as	IN	as
a	DT	a
message	NN	message
from	IN	from
my	PP$	my
higher	JJR	high
self	NN	self
,	,	,
you	PP	you
know	VBP	know
,	,	,
like	IN	like
a	DT	a
very	RB	very
gentle	JJ	gentle
nudge	NN	nudge
to	TO	to
just	RB	just
have	VBP	have
more	JJR	more
fun	NN	fun
and	CC	and
be	VB	be
more	RBR	more
light-hearted	JJ	light-hearted
.	SENT	.
They	PP	they
’re	VBP	be
always	RB	always
so	RB	so
playful	JJ	playful
and	CC	and
soft	JJ	soft
in	IN	in
the	DT	the
dreams	NNS	dream
,	,	,
and	CC	and
it	PP	it
feels	VBZ	feel
like	IN	like
they	PP	they
’re	VBP	be
there	RB	there
to	TO	to
remind	VB	remind
me	PP	me
not	RB	not
to	TO	to
take	VB	take
everything	NN	everything
so	RB	so
seriously	RB	seriously
,	,	,
to	TO	to
bring	VB	bring
in	IN	in
that	DT	that
kind	NN	kind
of	IN	of
innocent	JJ	innocent
,	,	,
joyful	JJ	joyful
energy	NN	energy
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
are	VBP	be
these	DT	these
other	JJ	other
dreams	NNS	dream
I	PP	I
’ve	VBP	have
been	VBN	be
having	VBG	have
,	,	,
really	RB	really
detailed	JJ	detailed
ones	NNS	one
about	IN	about
buildings	NNS	building
and	CC	and
houses	NNS	house
.	SENT	.
Quite	RB	quite
often	RB	often
they	PP	they
’re	VBP	be
these	DT	these
big	JJ	big
old	JJ	old
mansions	NNS	mansion
,	,	,
huge	JJ	huge
places	NNS	place
with	IN	with
loads	NNS	load
of	IN	of
rooms	NNS	room
,	,	,
and	CC	and
I	PP	I
’m	NN	<unknown>
exploring	VBG	explore
them	PP	them
or	CC	or
renovating	VBG	renovate
them	PP	them
.	SENT	.
Last	JJ	last
night	NN	night
’s	VBZ	be
one	PP	one
was	VBD	be
wonderful	JJ	wonderful
.	SENT	.
I	PP	I
remember	VB	remember
being	VBG	be
inside	IN	inside
this	DT	this
large	JJ	large
old	JJ	old
house	NN	house
,	,	,
and	CC	and
I	PP	I
was	VBD	be
letting	VBG	let
the	DT	the
light	NN	light
in	IN	in
,	,	,
opening	VBG	open
things	NNS	thing
up	RP	up
,	,	,
