when	WRB	when
I	PP	I
used	VBD	use
to	TO	to
stay	VB	stay
with	IN	with
me	PP	me
nana	NN	nana
I	PP	I
’d	MD	will
always	RB	always
wake	VB	wake
up	RP	up
really	RB	really
early	RB	early
and	CC	and
she	PP	she
’d	MD	will
let	VB	let
us	PP	us
get	VB	get
into	IN	into
bed	NN	bed
with	IN	with
her	PP	her
and	CC	and
we	PP	we
’d	MD	will
put	VB	put
the	DT	the
little	JJ	little
black	JJ	black
and	CC	and
white	JJ	white
telly	NN	telly
on	IN	on
that	WDT	that
she	PP	she
had	VBD	have
next	JJ	next
to	TO	to
the	DT	the
bed	NN	bed
and	CC	and
Catch	VB	catch
The	DT	the
Pigeon	NP	Pigeon
was	VBD	be
always	RB	always
on	IN	on
and	CC	and
I	PP	I
’d	MD	will
get	VB	get
dead	JJ	dead
excited	JJ	excited
and	CC	and
shout	VB	shout
“	``	"
Catch	VB	catch
The	DT	the
Pigeon	NP	Pigeon
!	SENT	!
Catch	VB	catch
The	DT	the
Pigeon	NP	Pigeon
!	SENT	!
”	''	"
at	IN	at
the	DT	the
screen	NN	screen
and	CC	and
she	PP	she
’d	MD	will
be	VB	be
there	RB	there
next	JJ	next
to	TO	to
us	PP	us
telling	VBG	tell
us	PP	us
to	TO	to
shush	VB	shush
and	CC	and
be	VB	be
quiet	JJ	quiet
but	CC	but
I	PP	I
’d	MD	will
just	RB	just
be	VB	be
lying	VBG	lie
there	RB	there
next	JJ	next
to	TO	to
her	PP	her
watching	VBG	watch
it	PP	it
and	CC	and
loving	VBG	love
it	PP	it
even	RB	even
though	IN	though
it	PP	it
was	VBD	be
only	RB	only
this	DT	this
tiny	JJ	tiny
black	JJ	black
and	CC	and
white	JJ	white
thing	NN	thing
