when	WRB	when
I	PP	I
say	VBP	say
appointments	NNS	appointment
I	PP	I
do	VBP	do
n't	RB	n't
mean	VB	mean
anything	NN	anything
scary	JJ	scary
or	CC	or
formal	JJ	formal
,	,	,
it	PP	it
's	VBZ	be
just	RB	just
that	IN	that
I	PP	I
've	VBP	have
lined	VBN	line
up	RP	up
a	DT	a
few	JJ	few
people	NNS	people
I	PP	I
know	VBP	know
at	IN	at
CUP	NN	cup
to	TO	to
have	VB	have
a	DT	a
chat	NN	chat
with	IN	with
you	PP	you
about	IN	about
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
It	PP	it
’s	VBZ	be
basically	RB	basically
so	RB	so
you	PP	you
can	MD	can
see	VB	see
the	DT	the
different	JJ	different
sorts	NNS	sort
of	IN	of
roles	NNS	role
there	EX	there
are	VBP	be
,	,	,
especially	RB	especially
in	IN	in
publishing	NN	publishing
,	,	,
‘	``	'
cause	VB	cause
my	PP$	my
little	JJ	little
corner	NN	corner
’s	VBZ	be
a	DT	a
bit	NN	bit
off	RP	off
to	TO	to
one	CD	one
side	NN	side
really	RB	really
.	SENT	.
So	IN	so
my	PP$	my
friend	NN	friend
who	WP	who
’s	VBZ	be
in	IN	in
adaptations	NNS	adaptation
now	RB	now
,	,	,
she	PP	she
’s	VBZ	be
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
what	WP	what
she	PP	she
does	VBZ	do
,	,	,
and	CC	and
then	RB	then
there	EX	there
’s	VBZ	be
an	DT	an
editor	NN	editor
from	IN	from
Classics	NNS	Classics
who	WP	who
’ll	RB	<unknown>
do	VBP	do
the	DT	the
same	JJ	same
,	,	,
just	RB	just
give	VB	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
their	PP$	their
day‑to‑day	NN	<unknown>
.	SENT	.
