There	EX	there
are	VBP	be
so	RB	so
many	JJ	many
different	JJ	different
varieties	NNS	variety
of	IN	of
English	NP	English
,	,	,
both	CC	both
internationally	RB	internationally
and	CC	and
even	RB	even
just	RB	just
within	IN	within
Britain	NP	Britain
,	,	,
so	IN	so
it	PP	it
raises	VBZ	raise
that	IN	that
big	JJ	big
question	NN	question
:	:	:
whose	WP$	whose
English	NNS	English
are	VBP	be
we	PP	we
actually	RB	actually
supposed	VBD	suppose
to	TO	to
use	VB	use
in	IN	in
international	JJ	international
business	NN	business
?	SENT	?
I	PP	I
do	VBP	do
n’t	RB	n't
think	VB	think
it	PP	it
has	VBZ	have
to	TO	to
be	VB	be
any	DT	any
particular	JJ	particular
“	``	"
standard	JJ	standard
”	''	"
as	IN	as
such	JJ	such
.	SENT	.
For	IN	for
me	PP	me
,	,	,
it	PP	it
’s	VBZ	be
absolutely	RB	absolutely
fine	JJ	fine
for	IN	for
people	NNS	people
to	TO	to
use	VB	use
their	PP$	their
own	JJ	own
accents	NNS	accent
,	,	,
as	RB	as
long	RB	long
as	IN	as
they	PP	they
’re	VBP	be
speaking	VBG	speak
clearly	RB	clearly
and	CC	and
are	VBP	be
a	DT	a
bit	NN	bit
careful	JJ	careful
about	IN	about
very	RB	very
strong	JJ	strong
regional	JJ	regional
features	NNS	feature
or	CC	or
dialect	NN	dialect
.	SENT	.
I	PP	I
’m	NN	<unknown>
from	IN	from
the	DT	the
north-east	NN	<unknown>
myself	PP	myself
,	,	,
so	IN	so
I	PP	I
’m	NN	<unknown>
thinking	VBG	think
of	IN	of
the	DT	the
sort	NN	sort
of	IN	of
very	RB	very
local	JJ	local
expressions	NNS	expression
I	PP	I
’d	MD	will
avoid	VB	avoid
in	IN	in
an	DT	an
international	JJ	international
context	NN	context
.	SENT	.
I	PP	I
would	MD	would
n’t	RB	n't
,	,	,
for	IN	for
example	NN	example
,	,	,
say	VBP	say
something	NN	something
like	IN	like
“	``	"
I	PP	I
’m	NN	<unknown>
going	VBG	go
down	RP	down
the	DT	the
to	TO	to
by	IN	by
myself	PP	myself
a	DT	a
paper	NN	paper
”	''	"
in	IN	in
a	DT	a
really	RB	really
Geordie	NP	Geordie
way	NN	way
.	SENT	.
Not	RB	not
everybody	NN	everybody
speaks	VBZ	speak
Queen	NP	Queen
’s	POS	's
English	NP	English
,	,	,
and	CC	and
that	DT	that
’s	VBZ	be
perfectly	RB	perfectly
normal	JJ	normal
,	,	,
but	CC	but
clarity	NN	clarity
really	RB	really
matters	VBZ	matter
.	SENT	.
