lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
erm 817 13 479.18 3.81 276.67 1671.81 196.84 POSKW
cos 567 17 332.55 4.99 194.67 1105.86 194.09 POSKW
er 493 3 289.15 0.88 165.33 1049.03 198.79 POSKW
gonna 259 33 151.91 9.68 97.33 389.82 176.04 POSKW
oh 506 233 296.77 68.33 246.33 379.55 125.14 POSKW
yeah 613 505 359.53 148.09 372.67 216.99 83.3 POSKW
wanna 104 11 61.0 3.23 38.33 164.88 179.91 POSKW
but 78 1 45.75 0.29 26.33 161.47 197.45 POSKW
em 81 3 47.51 0.88 28.0 154.52 192.73 POSKW
obviously 175 68 102.64 19.94 81.0 151.56 134.93 POSKW
um 84 5 49.27 1.47 29.67 150.12 188.44 POSKW
know 1044 1245 612.32 365.1 763.0 147.96 50.59 POSKW
okay 188 85 110.26 24.93 91.0 143.39 126.25 POSKW
no 334 252 195.89 73.9 195.33 137.37 90.43 POSKW
fuck 88 15 51.61 4.4 34.33 120.02 168.59 POSKW
you 1417 1999 831.09 586.22 1138.67 98.58 34.55 POSKW
shit 55 6 32.26 1.76 20.33 86.49 179.31 POSKW
somebody 101 51 59.24 14.96 50.67 69.32 119.37 POSKW
your 380 422 222.87 123.75 267.33 67.55 57.19 POSKW
yes 122 78 71.55 22.87 66.67 63.81 103.11 POSKW
whatever 164 128 96.19 37.54 97.33 63.8 87.72 POSKW
guy 125 96 73.31 28.15 73.67 49.95 89.02 POSKW
mean 325 410 190.62 120.23 245.0 37.5 45.28 POSKW
great 87 65 51.03 19.06 50.67 36.35 91.21 POSKW
well 656 972 384.75 285.04 542.67 34.44 29.77 POSKW
sorry 70 47 41.06 13.78 39.0 34.27 99.47 POSKW
alright 59 35 34.6 10.26 31.33 33.9 108.5 POSKW
fact 61 41 35.78 12.02 34.0 29.82 99.39 POSKW
say 875 1383 513.2 405.57 752.67 29.11 23.43 POSKW
stuff 266 347 156.01 101.76 204.33 26.79 42.09 POSKW
wo 77 67 45.16 19.65 48.0 24.59 78.73 POSKW
five 110 113 64.52 33.14 74.33 24.23 64.26 POSKW
will 664 1040 389.44 304.99 568.0 23.73 24.32 POSKW
god 68 57 39.88 16.72 41.67 23.32 81.87 POSKW
here 190 239 111.44 70.09 143.0 22.17 45.56 POSKW
would 379 553 222.29 162.17 310.67 21.84 31.27 POSKW
pound 59 49 34.6 14.37 36.0 20.58 82.63 POSKW
good 328 488 192.38 143.11 272.0 16.78 29.37 POSKW
two 256 371 150.15 108.8 209.0 15.35 31.94 POSKW
able 76 81 44.57 23.75 52.33 15.19 60.94 POSKW
probably 149 196 87.39 57.48 115.0 14.48 41.3 POSKW
that 1278 2253 749.56 660.7 1177.0 12.83 12.6 POSKW
ca 274 415 160.7 121.7 229.67 12.48 27.62 POSKW
four 84 99 49.27 29.03 61.0 12.39 51.69 POSKW
like 1107 1938 649.27 568.33 1015.0 12.33 13.29 POSKW
reason 74 84 43.4 24.63 52.67 12.31 55.17 POSKW
she 518 855 303.81 250.73 457.67 11.69 19.14 POSKW
six 89 110 52.2 32.26 66.33 11.1 47.22 POSKW
last 152 214 89.15 62.76 122.0 10.69 34.75 POSKW
we 762 1321 446.92 387.39 694.33 9.74 14.27 POSKW
can 475 793 278.59 232.55 422.67 9.54 18.01 POSKW
ago 73 90 42.82 26.39 54.33 9.19 47.46 POSKW
speak 86 111 50.44 32.55 65.67 9.06 43.11 POSKW
also 122 175 71.55 51.32 99.0 7.75 32.94 POSKW
three 172 264 100.88 77.42 145.33 7.14 26.32 POSKW
maybe 92 129 53.96 37.83 73.67 6.61 35.14 POSKW
he 656 1158 384.75 339.59 604.67 6.45 12.47 POSKW
lot 236 383 138.42 112.32 206.33 6.26 20.82 POSKW
ten 81 113 47.51 33.14 64.67 5.97 35.64 POSKW
anyway 153 238 89.74 69.79 130.33 5.76 25.0 POSKW
think 738 1328 432.84 389.44 688.67 5.24 10.56 POSKW
week 154 243 90.32 71.26 132.33 5.19 23.59 POSKW
let 126 194 73.9 56.89 106.67 5.12 26.01 POSKW
down 146 230 85.63 67.45 125.33 4.99 23.75 POSKW
hundred 65 90 38.12 26.39 51.67 4.98 36.36 POSKW
remember 121 186 70.97 54.55 102.33 4.97 26.17 POSKW
year 263 443 154.25 129.91 235.33 4.79 17.13 POSKW
minute 78 115 45.75 33.72 64.33 4.22 30.26 POSKW
month 86 129 50.44 37.83 71.67 4.18 28.57 POSKW
actually 305 1773 178.89 519.94 692.67 374.57 -97.61 NEGKW
really 653 2551 382.99 748.09 1068.0 263.36 -64.56 NEGKW
feel 147 846 86.22 248.09 331.0 176.33 -96.84 NEGKW
absolutely 63 512 36.95 150.15 191.67 156.18 -121.0 NEGKW
whole 112 640 65.69 187.68 250.67 132.11 -96.3 NEGKW
even 195 876 114.37 256.89 357.0 122.41 -76.78 NEGKW
end 178 805 104.4 236.07 327.67 113.94 -77.35 NEGKW
keep 123 630 72.14 184.75 251.0 110.71 -87.67 NEGKW
though 68 422 39.88 123.75 163.33 96.94 -102.51 NEGKW
just 1012 2789 593.55 817.89 1267.0 80.0 -31.79 NEGKW
already 53 325 31.09 95.31 126.0 73.56 -101.62 NEGKW
everything 141 593 82.7 173.9 244.67 72.47 -71.09 NEGKW
bit 335 1095 196.48 321.11 476.67 67.11 -48.16 NEGKW
still 162 633 95.01 185.63 265.0 65.38 -64.58 NEGKW
after 146 557 85.63 163.34 234.33 54.2 -62.43 NEGKW
rather 54 288 31.67 84.46 114.0 53.86 -90.91 NEGKW
literally 58 300 34.02 87.98 119.33 53.54 -88.46 NEGKW
make 276 893 161.88 261.88 389.67 52.78 -47.2 NEGKW
about 596 1663 349.56 487.68 753.0 51.11 -32.99 NEGKW
while 73 332 42.82 97.36 135.0 47.49 -77.82 NEGKW
all 271 860 158.94 252.2 377.0 47.32 -45.36 NEGKW
sit 117 457 68.62 134.02 191.33 47.16 -64.54 NEGKW
everyone 74 333 43.4 97.65 135.67 46.68 -76.92 NEGKW
once 58 284 34.02 83.28 114.0 46.36 -84.0 NEGKW
someone 84 361 49.27 105.87 148.33 46.17 -72.97 NEGKW
load 87 356 51.03 104.4 147.67 40.97 -68.68 NEGKW
at 678 1796 397.65 526.69 824.67 40.46 -27.92 NEGKW
place 99 387 58.06 113.49 162.0 40.01 -64.62 NEGKW
turn 118 433 69.21 126.98 183.67 38.01 -58.89 NEGKW
own 104 394 61.0 115.54 166.0 37.66 -61.79 NEGKW
more 219 690 128.45 202.35 303.0 36.94 -44.68 NEGKW
seem 56 255 32.84 74.78 103.67 36.56 -77.93 NEGKW
with 726 1873 425.81 549.27 866.33 35.14 -25.32 NEGKW
idea 86 333 50.44 97.65 139.67 33.64 -63.76 NEGKW
anything 140 471 82.11 138.12 203.67 31.85 -50.87 NEGKW
than 136 457 79.77 134.02 197.67 30.78 -50.75 NEGKW
big 131 443 76.83 129.91 191.33 30.46 -51.35 NEGKW
start 210 636 123.17 186.51 282.0 29.01 -40.91 NEGKW
ask 126 424 73.9 124.34 183.33 28.69 -50.89 NEGKW
as 453 1209 265.69 354.55 554.0 28.59 -28.65 NEGKW
into 257 741 150.73 217.3 332.67 26.98 -36.18 NEGKW
basically 106 366 62.17 107.33 157.33 26.89 -53.29 NEGKW
how 302 842 177.13 246.92 381.33 25.77 -32.92 NEGKW
way 254 720 148.97 211.14 324.67 24.06 -34.53 NEGKW
change 62 238 36.36 69.79 100.0 23.53 -62.98 NEGKW
nothing 81 286 47.51 83.87 122.33 22.49 -55.36 NEGKW
later 61 231 35.78 67.74 97.33 22.05 -61.76 NEGKW
sort 329 884 192.96 259.24 404.33 21.81 -29.31 NEGKW
over 138 427 80.94 125.22 188.33 21.29 -42.96 NEGKW
stop 60 226 35.19 66.28 95.33 21.28 -61.27 NEGKW
try 216 616 126.69 180.65 277.33 21.24 -35.11 NEGKW
head 67 244 39.3 71.55 103.67 20.98 -58.2 NEGKW
together 79 275 46.33 80.65 118.0 20.72 -54.04 NEGKW
same 126 390 73.9 114.37 172.0 19.47 -42.99 NEGKW
there 454 1154 266.28 338.42 536.0 19.36 -23.86 NEGKW
only 195 552 114.37 161.88 249.0 18.32 -34.39 NEGKW
first 171 494 100.29 144.87 221.67 18.16 -36.36 NEGKW
work 331 866 194.13 253.96 399.0 17.95 -26.7 NEGKW
on 880 2075 516.13 608.5 985.0 17.11 -16.43 NEGKW
