lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
actually 885 1193 519.06 349.85 692.67 77.08 38.95 POSKW
’ll 245 225 143.7 65.98 156.67 70.07 74.13 POSKW
properly 285 284 167.16 83.28 189.67 67.71 66.98 POSKW
really 1288 1916 755.43 561.88 1068.0 65.97 29.39 POSKW
absolutely 283 292 165.98 85.63 191.67 61.63 63.87 POSKW
proper 203 197 119.06 57.77 133.33 51.36 69.32 POSKW
end 434 549 254.55 161.0 327.67 49.55 45.02 POSKW
feel 425 568 249.27 166.57 331.0 38.5 39.77 POSKW
instead 212 241 124.34 70.67 151.0 35.11 55.04 POSKW
completely 220 265 129.03 77.71 161.67 30.11 49.65 POSKW
even 441 630 258.65 184.75 357.0 28.67 33.33 POSKW
honestly 128 134 75.07 39.3 87.33 26.84 62.56 POSKW
rather 159 183 93.26 53.67 114.0 25.33 53.89 POSKW
bit 563 867 330.21 254.25 476.67 22.84 25.99 POSKW
sort 483 730 283.28 214.08 404.33 22.31 27.83 POSKW
thinking 53 41 31.09 12.02 31.33 20.93 88.44 POSKW
load 194 249 113.78 73.02 147.67 20.9 43.64 POSKW
round 167 207 97.95 60.7 124.67 20.61 46.95 POSKW
straight 135 159 79.18 46.63 98.0 19.95 51.75 POSKW
quite 311 449 182.4 131.67 253.33 19.06 32.31 POSKW
keep 307 446 180.06 130.79 251.0 18.15 31.7 POSKW
literally 158 200 92.67 58.65 119.33 17.99 44.96 POSKW
once 151 191 88.56 56.01 114.0 17.24 45.03 POSKW
clearly 75 76 43.99 22.29 50.33 17.1 65.49 POSKW
just 1387 2414 813.49 707.92 1267.0 16.8 13.88 POSKW
stick 133 164 78.01 48.09 99.0 16.74 47.44 POSKW
already 164 214 96.19 62.76 126.0 16.5 42.07 POSKW
someone 189 256 110.85 75.07 148.33 16.1 38.49 POSKW
suddenly 133 167 78.01 48.97 100.0 15.63 45.73 POSKW
make 453 716 265.69 209.97 389.67 15.07 23.43 POSKW
still 316 479 185.34 140.47 265.0 14.31 27.54 POSKW
turn 226 325 132.55 95.31 183.67 14.16 32.69 POSKW
everyone 172 235 100.88 68.91 135.67 14.06 37.65 POSKW
odd 56 56 32.84 16.42 37.33 13.19 66.67 POSKW
change 130 170 76.25 49.85 100.0 12.96 41.86 POSKW
as 623 1039 365.4 304.69 554.0 12.65 18.12 POSKW
whole 297 455 174.19 133.43 250.67 12.5 26.5 POSKW
after 279 424 163.64 124.34 234.33 12.42 27.29 POSKW
bloke 72 81 42.23 23.75 51.0 12.31 56.0 POSKW
everything 290 444 170.09 130.21 244.67 12.26 26.56 POSKW
sound 102 128 59.82 37.54 76.67 12.01 45.78 POSKW
though 200 290 117.3 85.04 163.33 11.96 31.88 POSKW
show 115 149 67.45 43.7 88.0 11.92 42.74 POSKW
decide 132 177 77.42 51.91 103.0 11.78 39.46 POSKW
about 829 1430 486.22 419.35 753.0 11.33 14.77 POSKW
manage 88 108 51.61 31.67 65.33 11.27 47.89 POSKW
more 351 558 205.87 163.64 303.0 11.14 22.86 POSKW
especially 96 121 56.3 35.48 72.33 11.12 45.37 POSKW
with 947 1652 555.43 484.46 866.33 11.1 13.65 POSKW
there 599 1009 351.32 295.89 536.0 10.91 17.13 POSKW
while 165 240 96.77 70.38 135.0 9.69 31.58 POSKW
idea 170 249 99.71 73.02 139.67 9.58 30.9 POSKW
only 289 458 169.5 134.31 249.0 9.41 23.17 POSKW
at 897 1577 526.1 462.46 824.67 9.39 12.87 POSKW
sense 89 115 52.2 33.72 68.0 9.33 43.0 POSKW
sit 226 348 132.55 102.05 191.33 9.17 26.0 POSKW
than 232 361 136.07 105.87 197.67 8.72 24.97 POSKW
into 377 621 221.11 182.11 332.67 8.68 19.35 POSKW
afterwards 54 62 31.67 18.18 38.67 8.67 54.12 POSKW
nothing 149 218 87.39 63.93 122.33 8.45 31.01 POSKW
clear 77 99 45.16 29.03 58.67 8.24 43.48 POSKW
place 192 294 112.61 86.22 162.0 8.11 26.55 POSKW
anything 237 374 139.0 109.68 203.67 7.99 23.58 POSKW
own 196 302 114.96 88.56 166.0 7.92 25.94 POSKW
all 422 709 247.51 207.92 377.0 7.91 17.39 POSKW
somehow 59 72 34.6 21.11 43.67 7.71 48.42 POSKW
massive 74 96 43.4 28.15 56.67 7.63 42.62 POSKW
head 127 184 74.49 53.96 103.67 7.63 31.96 POSKW
carry 75 98 43.99 28.74 57.67 7.5 41.94 POSKW
between 75 98 43.99 28.74 57.67 7.5 41.94 POSKW
without 94 130 55.13 38.12 74.67 7.24 36.48 POSKW
stop 117 169 68.62 49.56 95.33 7.15 32.26 POSKW
myself 105 149 61.58 43.7 84.67 7.08 33.98 POSKW
real 82 111 48.09 32.55 64.33 7.0 38.55 POSKW
seem 126 185 73.9 54.25 103.67 7.0 30.66 POSKW
bother 53 65 31.09 19.06 39.33 6.8 47.95 POSKW
try 313 519 183.58 152.2 277.33 6.75 18.69 POSKW
different 187 293 109.68 85.92 160.0 6.66 24.29 POSKW
ask 212 338 124.34 99.12 183.33 6.57 22.57 POSKW
back 447 767 262.17 224.93 404.67 6.54 15.29 POSKW
over 217 348 127.27 102.05 188.33 6.4 21.99 POSKW
pick 101 145 59.24 42.52 82.0 6.39 32.85 POSKW
on 1049 1906 615.25 558.94 985.0 6.17 9.59 POSKW
chat 56 72 32.84 21.11 42.67 5.99 43.48 POSKW
full 62 82 36.36 24.05 48.0 5.88 40.78 POSKW
expect 63 84 36.95 24.63 49.0 5.77 40.0 POSKW
awful 53 68 31.09 19.94 40.33 5.72 43.68 POSKW
start 315 531 184.75 155.72 282.0 5.69 17.05 POSKW
