There	EX	there
was	VBD	be
this	DT	this
thing	NN	thing
online	JJ	online
about	IN	about
supermarkets	NNS	supermarket
and	CC	and
returns	NNS	return
that	WDT	that
really	RB	really
took	VBD	take
off	RP	off
.	SENT	.
Someone	NN	someone
had	VBD	have
bought	VBN	buy
a	DT	a
packet	NN	packet
of	IN	of
chocolate	NN	chocolate
biscuits	NNS	biscuit
from	IN	from
Aldi	NP	<unknown>
,	,	,
or	CC	or
maybe	RB	maybe
it	PP	it
was	VBD	be
Lidl	NP	<unknown>
,	,	,
and	CC	and
when	WRB	when
they	PP	they
opened	VBD	open
it	PP	it
they	PP	they
found	VBD	find
that	IN	that
one	CD	one
of	IN	of
the	DT	the
biscuits	NNS	biscuit
did	VBD	do
n’t	RB	n't
have	VB	have
any	DT	any
chocolate	NN	chocolate
on	IN	on
it	PP	it
.	SENT	.
They	PP	they
were	VBD	be
absolutely	RB	absolutely
devastated	VBN	devastate
about	IN	about
this	DT	this
single	JJ	single
plain	JJ	plain
biscuit	NN	biscuit
.	SENT	.
They	PP	they
put	VBD	put
a	DT	a
post	NN	post
up	RB	up
on	IN	on
social	JJ	social
media	NNS	medium
about	IN	about
the	DT	the
whole	JJ	whole
thing	NN	thing
,	,	,
and	CC	and
it	PP	it
went	VBD	go
completely	RB	completely
viral	JJ	viral
because	RB	because
of	IN	of
how	WRB	how
over-the-top	JJ	<unknown>
and	CC	and
dramatic	JJ	dramatic
their	PP$	their
reaction	NN	reaction
was	VBD	be
to	TO	to
that	DT	that
tiny	JJ	tiny
surprise	NN	surprise
.	SENT	.
