When	WRB	when
we	PP	we
used	VBD	use
to	TO	to
do	VB	do
the	DT	the
kettlebell	NN	<unknown>
stuff	NN	stuff
we	PP	we
had	VBD	have
to	TO	to
do	VB	do
that	IN	that
same	JJ	same
horrible	JJ	horrible
exercise	NN	exercise
,	,	,
but	CC	but
holding	VBG	hold
a	DT	a
kettlebell	NN	<unknown>
.	SENT	.
I	PP	I
only	RB	only
had	VBD	have
an	DT	an
eight	CD	eight
kilo	NN	kilo
one	CD	one
and	CC	and
there	EX	there
was	VBD	be
this	DT	this
guy	NN	guy
doing	VBG	do
it	PP	it
with	IN	with
sixteen	CD	sixteen
–	:	-
he	PP	he
was	VBD	be
just	RB	just
a	DT	a
machine	NN	machine
.	SENT	.
You	PP	you
had	VBD	have
to	TO	to
go	VB	go
side	NN	side
to	TO	to
side	VB	side
with	IN	with
it	PP	it
as	RB	as
well	RB	well
.	SENT	.
It	PP	it
was	VBD	be
so	RB	so
knackering	VBG	knacker
my	PP$	my
mum	NN	mum
actually	RB	actually
banned	VBD	ban
me	PP	me
from	IN	from
going	VBG	go
because	IN	because
I	PP	I
literally	RB	literally
could	MD	could
n’t	RB	n't
walk	VB	walk
the	DT	the
next	JJ	next
day	NN	day
.	SENT	.
All	PDT	all
the	DT	the
girls	NNS	girl
in	IN	in
the	DT	the
office	NN	office
were	VBD	be
the	DT	the
same	JJ	same
,	,	,
every	DT	every
step	NN	step
to	TO	to
the	DT	the
printer	NN	printer
was	VBD	be
just	RB	just
“	``	"
ow	JJ	<unknown>
…	NN	<unknown>
ow	NN	ow
…	NN	<unknown>
”	''	"
