When	WRB	when
I	PP	I
first	RB	first
heard	VBD	hear
that	IN	that
Canadian	JJ	Canadian
policeman	NN	policeman
saying	VBG	say
,	,	,
“	``	"
If	IN	if
you	PP	you
do	VBP	do
n’t	RB	n't
want	VB	want
to	TO	to
get	VB	get
raped	VBN	rape
,	,	,
do	VBP	do
n’t	RB	n't
dress	VB	dress
like	IN	like
sluts	NNS	slut
,	,	,
”	''	"
I	PP	I
actually	RB	actually
thought	VBD	think
,	,	,
in	IN	in
a	DT	a
way	NN	way
,	,	,
it	PP	it
sounded	VBD	sound
like	IN	like
common	JJ	common
sense	NN	sense
.	SENT	.
But	CC	but
then	RB	then
I	PP	I
listened	VBD	listen
to	TO	to
the	DT	the
callers	NNS	caller
reacting	VBG	react
to	TO	to
it	PP	it
,	,	,
and	CC	and
that	IN	that
really	RB	really
changed	VBN	change
my	PP$	my
mind	NN	mind
.	SENT	.
Some	DT	some
of	IN	of
them	PP	them
were	VBD	be
saying	VBG	say
things	NNS	thing
like	IN	like
,	,	,
“	``	"
Well	UH	well
,	,	,
if	IN	if
women	NNS	woman
flaunt	VBP	flaunt
it	PP	it
,	,	,
they	PP	they
should	MD	should
expect	VB	expect
it	PP	it
,	,	,
”	''	"
and	CC	and
that	DT	that
sort	NN	sort
of	IN	of
thing	NN	thing
.	SENT	.
And	CC	and
it	PP	it
dawned	VBD	dawn
on	IN	on
me	PP	me
that	IN	that
what	WP	what
’s	VBZ	be
behind	RB	behind
that	DT	that
is	VBZ	be
this	DT	this
idea	NN	idea
that	IN	that
if	IN	if
a	DT	a
woman	NN	woman
shows	VBZ	show
any	DT	any
interest	NN	interest
in	IN	in
meeting	VBG	meet
a	DT	a
man	NN	man
,	,	,
then	RB	then
any	DT	any
man	NN	man
is	VBZ	be
entitled	VBN	entitle
to	TO	to
take	VB	take
her	PP	her
.	SENT	.
Which	WDT	which
is	VBZ	be
absolutely	RB	absolutely
ridiculous	JJ	ridiculous
.	SENT	.
