There	EX	there
's	VBZ	be
this	DT	this
woman	NN	woman
in	IN	in
our	PP$	our
office	NN	office
whose	WP$	whose
husband	NN	husband
's	VBZ	have
been	VBN	be
off	RB	off
work	VB	work
all	DT	all
week	NN	week
,	,	,
supposedly	RB	supposedly
to	TO	to
strip	VB	strip
,	,	,
varnish	VB	varnish
,	,	,
and	CC	and
generally	RB	generally
fix	VB	fix
things	NNS	thing
up	RP	up
at	IN	at
home	NN	home
.	SENT	.
The	DT	the
funny	JJ	funny
thing	NN	thing
is	VBZ	be
,	,	,
she	PP	she
clearly	RB	clearly
does	VBZ	do
n't	RB	n't
trust	VB	trust
him	PP	him
to	TO	to
do	VB	do
it	PP	it
properly	RB	properly
.	SENT	.
She	PP	she
's	VBZ	be
already	RB	already
talking	VBG	talk
about	IN	about
lining	VBG	line
up	RP	up
a	DT	a
builder	NN	builder
as	IN	as
backup	NN	backup
,	,	,
just	RB	just
in	IN	in
case	NN	case
his	PP$	his
efforts	NNS	effort
are	VBP	be
n’t	RB	n't
up	RB	up
to	TO	to
scratch	VB	scratch
.	SENT	.
It	PP	it
’s	VBZ	be
like	IN	like
she	PP	she
’s	VBZ	be
decided	VBN	decide
in	IN	in
advance	NN	advance
that	IN	that
he	PP	he
’s	VBZ	be
going	VBG	go
to	TO	to
make	VB	make
a	DT	a
mess	NN	mess
of	IN	of
it	PP	it
.	SENT	.
I	PP	I
said	VBD	say
it	PP	it
’s	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
lack	NN	lack
of	IN	of
faith	NN	faith
in	IN	in
her	PP$	her
partner	NN	partner
,	,	,
really	RB	really
.	SENT	.
She	PP	she
’s	VBZ	be
going	VBG	go
to	TO	to
let	VB	let
him	PP	him
crack	VB	crack
on	IN	on
with	IN	with
all	PDT	all
this	DT	this
work	NN	work
,	,	,
then	RB	then
if	IN	if
–	:	-
or	CC	or
when	WRB	when
–	:	-
she	PP	she
decides	VBZ	decide
it	PP	it
’s	VBZ	be
not	RB	not
good	JJ	good
enough	RB	enough
,	,	,
she	PP	she
’ll	RB	<unknown>
just	RB	just
get	VB	get
someone	NN	someone
else	RB	else
in	IN	in
afterwards	RB	afterwards
and	CC	and
have	VB	have
it	PP	it
all	RB	all
redone	VBN	redo
.	SENT	.
