when	WRB	when
the	DT	the
front	JJ	front
garden	NN	garden
gets	VBZ	get
absolutely	RB	absolutely
boiling	JJ	boiling
and	CC	and
it	PP	it
's	VBZ	be
just	RB	just
too	RB	too
hot	JJ	hot
to	TO	to
sit	VB	sit
out	RP	out
there	RB	there
,	,	,
we	PP	we
can	MD	can
always	RB	always
move	VB	move
round	NN	round
to	TO	to
the	DT	the
back	NN	back
.	SENT	.
After	IN	after
about	IN	about
eleven	NN	eleven
o’clock	NN	o’clock
the	DT	the
house	NN	house
throws	VBZ	throw
shade	NN	shade
over	IN	over
the	DT	the
patio	NN	patio
,	,	,
so	RB	so
you	PP	you
’ve	VBP	have
got	VBN	get
that	IN	that
nice	JJ	nice
cool	JJ	cool
area	NN	area
to	TO	to
retreat	VB	retreat
to	TO	to
.	SENT	.
As	IN	as
the	DT	the
sun	NN	sun
goes	VBZ	go
round	NN	round
during	IN	during
the	DT	the
day	NN	day
,	,	,
the	DT	the
shade	NN	shade
shifts	VBZ	shift
as	RB	as
well	RB	well
,	,	,
but	CC	but
there	EX	there
’s	VBZ	be
always	RB	always
this	DT	this
little	JJ	little
patch	NN	patch
somewhere	RB	somewhere
that	DT	that
’s	VBZ	be
not	RB	not
in	IN	in
full	JJ	full
sun	NN	sun
,	,	,
so	RB	so
you	PP	you
can	MD	can
still	RB	still
sit	VB	sit
out	RP	out
comfortably	RB	comfortably
.	SENT	.
The	DT	the
garden	NN	garden
’s	VBZ	be
small	JJ	small
,	,	,
but	CC	but
it	PP	it
’s	VBZ	be
not	RB	not
tiny	JJ	tiny
,	,	,
and	CC	and
that	DT	that
mix	NN	mix
of	IN	of
sun	NN	sun
and	CC	and
shade	NN	shade
gives	VBZ	give
us	PP	us
lots	NNS	lot
of	IN	of
possibilities	NNS	possibility
.	SENT	.
