when	WRB	when
her	PP$	her
mum	NN	mum
was	VBD	be
up	RB	up
for	IN	for
the	DT	the
October	NP	October
half-term	NN	<unknown>
we	PP	we
all	RB	all
went	VBD	go
out	RP	out
to	TO	to
that	DT	that
pub	NN	pub
on	IN	on
the	DT	the
Saturday	NP	Saturday
night	NN	night
,	,	,
and	CC	and
we	PP	we
did	VBD	do
n’t	RB	n't
have	VB	have
a	DT	a
clue	NN	clue
she	PP	she
’d	MD	will
be	VB	be
there	RB	there
.	SENT	.
We	PP	we
walked	VBD	walk
in	IN	in
and	CC	and
there	RB	there
she	PP	she
was	VBD	be
behind	IN	behind
the	DT	the
bar	NN	bar
,	,	,
working	VBG	work
.	SENT	.
She	PP	she
was	VBD	be
actually	RB	actually
covering	VBG	cover
her	PP$	her
daughter	NN	daughter
’s	POS	's
shift	NN	shift
that	IN	that
night	NN	night
,	,	,
so	RB	so
it	PP	it
was	VBD	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
surprise	NN	surprise
.	SENT	.
I	PP	I
’d	VBD	have
clocked	VBN	clock
her	PP$	her
car	NN	car
outside	IN	outside
first	JJ	first
–	:	-
you	PP	you
know	VBP	know
,	,	,
with	IN	with
her	PP$	her
name	NN	name
on	IN	on
the	DT	the
plate	NN	plate
–	:	-
so	RB	so
I	PP	I
’d	VBD	have
already	RB	already
half–guessed	VBN	half–guess
she	PP	she
might	MD	might
be	VB	be
about	RB	about
.	SENT	.
Turns	NNS	turn
out	IN	out
she	PP	she
does	VBZ	do
bits	NNS	bit
and	CC	and
pieces	NNS	piece
there	RB	there
,	,	,
different	JJ	different
days	NNS	day
in	IN	in
the	DT	the
week	NN	week
.	SENT	.
