when	WRB	when
I	PP	I
first	RB	first
went	VBD	go
to	TO	to
Spain	NP	Spain
I	PP	I
did	VBD	do
n’t	RB	n't
know	VB	know
any	DT	any
Spanish	JJ	Spanish
at	IN	at
all	DT	all
,	,	,
and	CC	and
they	PP	they
put	VBP	put
me	PP	me
straight	JJ	straight
into	IN	into
teaching	VBG	teach
this	DT	this
English	JJ	English
class	NN	class
of	IN	of
six	CD	six
and	CC	and
seven	CD	seven
year	NN	year
olds	NNS	old
.	SENT	.
At	IN	at
the	DT	the
beginning	NN	beginning
it	PP	it
was	VBD	be
actually	RB	actually
fine	JJ	fine
,	,	,
because	IN	because
they	PP	they
sort	VBP	sort
of	IN	of
assumed	VBD	assume
I	PP	I
understood	VBD	understand
them	PP	them
.	SENT	.
But	CC	but
as	RB	as
soon	RB	soon
as	IN	as
they	PP	they
twigged	VBD	twig
that	IN	that
I	PP	I
did	VBD	do
n’t	RB	n't
speak	VB	speak
Spanish	JJ	Spanish
,	,	,
they	PP	they
just	RB	just
started	VBD	start
playing	VBG	play
up	RP	up
and	CC	and
messing	VBG	mess
around	RP	around
,	,	,
because	IN	because
they	PP	they
realised	VBD	realise
I	PP	I
could	MD	could
n’t	RB	n't
follow	VB	follow
what	WP	what
they	PP	they
were	VBD	be
saying	VBG	say
or	CC	or
doing	VBG	do
.	SENT	.
It	PP	it
got	VBD	get
pretty	RB	pretty
chaotic	JJ	chaotic
for	IN	for
a	DT	a
bit	NN	bit
.	SENT	.
Eventually	RB	eventually
though	IN	though
they	PP	they
worked	VBD	work
out	RP	out
that	IN	that
,	,	,
even	RB	even
if	IN	if
they	PP	they
misbehaved	VBD	misbehave
,	,	,
I	PP	I
was	VBD	be
still	RB	still
going	VBG	go
to	TO	to
respond	VB	respond
in	IN	in
English	NP	English
,	,	,
which	WDT	which
they	PP	they
did	VBD	do
n’t	RB	n't
understand	VB	understand
either	RB	either
,	,	,
so	IN	so
there	EX	there
was	VBD	be
n’t	RB	n't
much	JJ	much
point	NN	point
in	IN	in
trying	VBG	try
to	TO	to
take	VB	take
advantage	NN	advantage
of	IN	of
it	PP	it
.	SENT	.
