when	WRB	when
you	PP	you
were	VBD	be
little	JJ	little
I	PP	I
used	VBD	use
to	TO	to
discover	VB	discover
,	,	,
quite	RB	quite
painfully	RB	painfully
,	,	,
that	IN	that
carbohydrates	NNS	carbohydrate
really	RB	really
do	VBP	do
n’t	RB	n't
agree	VB	agree
with	IN	with
me	PP	me
.	SENT	.
I	PP	I
’d	MD	will
make	VB	make
you	PP	you
your	PP$	your
lunch	NN	lunch
,	,	,
and	CC	and
if	IN	if
there	EX	there
was	VBD	be
hot	JJ	hot
pasta	NN	pasta
left	VBN	leave
over	IN	over
I	PP	I
’d	MD	will
just	RB	just
finish	VB	finish
it	PP	it
off	RP	off
without	IN	without
thinking	NN	thinking
.	SENT	.
About	RB	about
twenty	CD	twenty
minutes	NNS	minute
later	RBR	later
I	PP	I
’d	MD	will
be	VB	be
absolutely	RB	absolutely
wiped	VBN	wipe
out	RP	out
.	SENT	.
I	PP	I
remember	VBP	remember
literally	RB	literally
crawling	VBG	crawl
from	IN	from
the	DT	the
kitchen	NN	kitchen
into	IN	into
the	DT	the
living	VBG	live
room	NN	room
,	,	,
managing	VBG	manage
to	TO	to
get	VB	get
CBeebies	NNS	<unknown>
on	IN	on
,	,	,
and	CC	and
then	RB	then
just	RB	just
conking	VBG	conk
out	RP	out
on	IN	on
the	DT	the
floor	NN	floor
.	SENT	.
I	PP	I
’d	MD	will
sleep	VB	sleep
there	RB	there
for	IN	for
about	RB	about
half	PDT	half
an	DT	an
hour	NN	hour
,	,	,
completely	RB	completely
gone	VBN	go
,	,	,
because	IN	because
of	IN	of
all	PDT	all
that	DT	that
pasta	NN	pasta
.	SENT	.
