When	WRB	when
I	PP	I
told	VBD	tell
her	PP	her
about	IN	about
work	NN	work
and	CC	and
that	IN	that
the	DT	the
navy	NN	navy
thing	NN	thing
’s	VBZ	be
not	RB	not
till	IN	till
next	JJ	next
May	NP	May
,	,	,
she	PP	she
basically	RB	basically
said	VBD	say
I	PP	I
ca	MD	ca
n’t	RB	n't
keep	VB	keep
living	VBG	live
hand	NN	hand
to	TO	to
mouth	NN	mouth
,	,	,
constantly	RB	constantly
watching	VBG	watch
my	PP$	my
bank	NN	bank
account	NN	account
.	SENT	.
So	RB	so
I	PP	I
’ve	VBP	have
decided	VBN	decide
I	PP	I
’m	NN	<unknown>
going	VBG	go
to	TO	to
start	VB	start
applying	VBG	apply
for	IN	for
new	JJ	new
jobs	NNS	job
.	SENT	.
She	PP	she
actually	RB	actually
told	VBD	tell
me	PP	me
to	TO	to
apply	VB	apply
as	RB	as
far	RB	far
away	RB	away
as	IN	as
I	PP	I
like	VBP	like
because	IN	because
she	PP	she
’d	MD	will
rather	RB	rather
I	PP	I
just	RB	just
came	VBD	come
and	CC	and
lived	VBD	live
with	IN	with
her	PP	her
.	SENT	.
The	DT	the
idea	NN	idea
is	VBZ	be
I	PP	I
could	MD	could
go	VB	go
and	CC	and
stay	VB	stay
with	IN	with
other	JJ	other
people	NNS	people
at	IN	at
weekends	NNS	weekend
if	IN	if
I	PP	I
wanted	VBD	want
,	,	,
but	CC	but
stay	VB	stay
with	IN	with
her	PP	her
during	IN	during
the	DT	the
week	NN	week
.	SENT	.
