When	WRB	when
I	PP	I
first	RB	first
got	VBD	get
to	TO	to
the	DT	the
bank	NN	bank
at	IN	at
about	RB	about
nine	CD	nine
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
the	DT	the
very	RB	very
first	JJ	first
thing	NN	thing
we	PP	we
had	VBD	have
to	TO	to
do	VB	do
was	VBD	be
deal	NN	deal
with	IN	with
the	DT	the
post	NN	post
.	SENT	.
All	PDT	all
the	DT	the
customers	NNS	customer
’	POS	'
cheques	NNS	cheque
would	MD	would
arrive	VB	arrive
then	RB	then
,	,	,
because	IN	because
they	PP	they
’d	VBD	have
been	VBN	be
sent	VBN	send
on	IN	on
from	IN	from
a	DT	a
central	JJ	central
clearing	NN	clearing
office	NN	office
,	,	,
or	CC	or
sometimes	RB	sometimes
the	DT	the
head	NN	head
office	NN	office
.	SENT	.
The	DT	the
cheques	NNS	cheque
were	VBD	be
all	RB	all
sorted	VBN	sort
there	RB	there
first	JJ	first
and	CC	and
then	RB	then
posted	VBD	post
out	RP	out
to	TO	to
the	DT	the
various	JJ	various
branches	NNS	branch
,	,	,
to	TO	to
the	DT	the
banks	NNS	bank
on	IN	on
which	WDT	which
they	PP	they
were	VBD	be
actually	RB	actually
drawn	VBN	draw
.	SENT	.
So	IN	so
every	DT	every
morning	NN	morning
our	PP$	our
branch	NN	branch
would	MD	would
receive	VB	receive
this	DT	this
batch	NN	batch
of	IN	of
post	NN	post
,	,	,
full	JJ	full
of	IN	of
cheques	NNS	cheque
,	,	,
waiting	VBG	wait
for	IN	for
us	PP	us
to	TO	to
open	VB	open
and	CC	and
process	VB	process
.	SENT	.
