when	WRB	when
the	DT	the
new	JJ	new
principal	NN	principal
first	RB	first
came	VBD	come
in	IN	in
she	PP	she
stood	VBD	stand
up	RP	up
and	CC	and
announced	VBD	announce
that	IN	that
the	DT	the
college	NN	college
was	VBD	be
two	CD	two
million	CD	million
pounds	NNS	pound
in	IN	in
debt	NN	debt
and	CC	and
that	IN	that
there	EX	there
would	MD	would
be	VB	be
some	DT	some
redundancies	NNS	redundancy
,	,	,
you	PP	you
know	VBP	know
,	,	,
a	DT	a
bit	NN	bit
of	IN	of
tightening	VBG	tighten
up	RP	up
.	SENT	.
then	RB	then
a	DT	a
bit	NN	bit
later	RBR	later
she	PP	she
came	VBD	come
back	RB	back
and	CC	and
said	VBD	say
actually	RB	actually
it	PP	it
was	VBD	be
four	CD	four
million	CD	million
in	IN	in
debt	NN	debt
,	,	,
so	RB	so
it	PP	it
had	VBD	have
doubled	VBN	double
,	,	,
which	WDT	which
was	VBD	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
shock	NN	shock
.	SENT	.
after	IN	after
that	IN	that
it	PP	it
all	RB	all
got	VBD	get
very	RB	very
serious	JJ	serious
:	:	:
the	DT	the
finance	NN	finance
officer	NN	officer
was	VBD	be
suddenly	RB	suddenly
removed	VBN	remove
from	IN	from
the	DT	the
building	NN	building
and	CC	and
there	EX	there
was	VBD	be
an	DT	an
investigation	NN	investigation
going	VBG	go
on	IN	on
,	,	,
people	NNS	people
being	VBG	be
looked	VBN	look
into	IN	into
and	CC	and
everything	NN	everything
feeling	NN	feeling
very	RB	very
tense	JJ	tense
around	IN	around
the	DT	the
place	NN	place
.	SENT	.
