when	WRB	when
I	PP	I
was	VBD	be
talking	VBG	talk
to	TO	to
my	PP$	my
dad	NN	dad
about	IN	about
it	PP	it
,	,	,
he	PP	he
was	VBD	be
very	RB	very
clear	JJ	clear
that	IN	that
if	IN	if
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
join	VB	join
I	PP	I
should	MD	should
go	VB	go
in	IN	in
as	IN	as
an	DT	an
officer	NN	officer
rather	RB	rather
than	IN	than
a	DT	a
rating	NN	rating
.	SENT	.
His	PP$	his
whole	JJ	whole
thing	NN	thing
was	VBD	be
,	,	,
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
the	DT	the
one	CD	one
giving	VBG	give
the	DT	the
orders	NNS	order
,	,	,
not	RB	not
the	DT	the
one	CD	one
taking	VBG	take
them	PP	them
.	SENT	.
He	PP	he
’s	VBZ	have
always	RB	always
been	VBN	be
like	IN	like
that	DT	that
,	,	,
very	RB	very
comfortable	JJ	comfortable
with	IN	with
that	DT	that
kind	NN	kind
of	IN	of
separation	NN	separation
,	,	,
and	CC	and
he	PP	he
’s	VBZ	be
basically	RB	basically
done	VBN	do
the	DT	the
same	JJ	same
job	NN	job
his	PP$	his
whole	JJ	whole
life	NN	life
,	,	,
so	RB	so
for	IN	for
him	PP	him
it	PP	it
was	VBD	be
just	RB	just
obvious	JJ	obvious
that	IN	that
you	PP	you
’d	MD	will
aim	VB	aim
for	IN	for
that	DT	that
position	NN	position
.	SENT	.
But	CC	but
I	PP	I
really	RB	really
pushed	VBD	push
back	RB	back
against	IN	against
it	PP	it
,	,	,
because	IN	because
what	WP	what
I	PP	I
wanted	VBD	want
out	RP	out
of	IN	of
it	PP	it
was	VBD	be
close	JJ	close
friendships	NNS	friendship
,	,	,
you	PP	you
know	VBP	know
,	,	,
proper	JJ	proper
mates	NNS	mate
,	,	,
not	RB	not
that	DT	that
slightly	RB	slightly
distant	JJ	distant
,	,	,
polite	JJ	polite
,	,	,
acquaintance-y	JJ	<unknown>
sort	NN	sort
of	IN	of
relationship	NN	relationship
he	PP	he
seemed	VBD	seem
to	TO	to
have	VB	have
with	IN	with
the	DT	the
people	NNS	people
he	PP	he
worked	VBD	work
with	IN	with
.	SENT	.
He	PP	he
found	VBD	find
it	PP	it
really	RB	really
easy	JJ	easy
to	TO	to
keep	VB	keep
that	DT	that
line	NN	line
between	IN	between
himself	PP	himself
and	CC	and
everyone	NN	everyone
else	RB	else
,	,	,
and	CC	and
he	PP	he
’d	VBD	have
always	RB	always
done	VBN	do
it	PP	it
that	DT	that
way	NN	way
,	,	,
whereas	IN	whereas
I	PP	I
just	RB	just
could	MD	could
n’t	RB	n't
see	VB	see
myself	PP	myself
doing	VBG	do
that	IN	that
,	,	,
it	PP	it
did	VBD	do
n’t	RB	n't
appeal	VB	appeal
to	TO	to
me	PP	me
at	IN	at
all	DT	all
.	SENT	.
