When	WRB	when
we	PP	we
finally	RB	finally
moved	VBD	move
,	,	,
I	PP	I
sat	VBD	sit
them	PP	them
down	RP	down
and	CC	and
said	VBD	say
,	,	,
“	``	"
Right	RB	right
,	,	,
this	DT	this
is	VBZ	be
home	RB	home
now	RB	now
,	,	,
this	DT	this
is	VBZ	be
where	WRB	where
we	PP	we
’re	VBP	be
going	VBG	go
to	TO	to
be	VB	be
.	SENT	.
”	''	"
I	PP	I
really	RB	really
wanted	VBD	want
them	PP	them
to	TO	to
feel	VB	feel
a	DT	a
bit	NN	bit
more	RBR	more
settled	VBD	settle
.	SENT	.
I	PP	I
also	RB	also
told	VBD	tell
them	PP	them
,	,	,
“	``	"
Look	VB	look
,	,	,
you	PP	you
can	MD	can
think	VB	think
about	RB	about
going	VBG	go
to	TO	to
the	DT	the
local	JJ	local
school	NN	school
if	IN	if
you	PP	you
want	VBP	want
.	SENT	.
”	''	"
I	PP	I
wanted	VBD	want
them	PP	them
to	TO	to
have	VB	have
some	DT	some
say	VBP	say
this	DT	this
time	NN	time
,	,	,
because	IN	because
before	IN	before
it	PP	it
had	VBD	have
all	RB	all
been	VBN	be
,	,	,
“	``	"
Now	RB	now
we	PP	we
’re	VBP	be
off	JJ	off
to	TO	to
this	DT	this
relative	NN	relative
’s	VBZ	be
,	,	,
now	RB	now
we	PP	we
’re	VBP	be
going	VBG	go
into	IN	into
this	DT	this
refuge	NN	refuge
,	,	,
”	''	"
and	CC	and
they	PP	they
’d	MD	will
just	RB	just
get	VB	get
told	VBD	tell
,	,	,
“	``	"
Now	RB	now
you	PP	you
’re	VBP	be
at	IN	at
this	DT	this
school	NN	school
.	SENT	.
”	''	"
They	PP	they
’d	VBD	have
had	VBN	have
so	RB	so
many	JJ	many
sudden	JJ	sudden
moves	NNS	move
and	CC	and
no	DT	no
control	NN	control
,	,	,
so	RB	so
I	PP	I
thought	VBD	think
,	,	,
at	IN	at
least	JJS	least
here	RB	here
,	,	,
they	PP	they
should	MD	should
have	VB	have
a	DT	a
choice	NN	choice
.	SENT	.
