There	EX	there
was	VBD	be
this	DT	this
big	JJ	big
,	,	,
fat	JJ	fat
American	JJ	American
bloke	NN	bloke
,	,	,
must	MD	must
’ve	VB	have
been	VBN	be
about	RB	about
fifty	CD	fifty
,	,	,
in	IN	in
the	DT	the
audience	NN	audience
,	,	,
and	CC	and
he	PP	he
just	RB	just
kept	VBD	keep
interrupting	VBG	interrupt
the	DT	the
compere	NN	compere
.	SENT	.
Every	DT	every
time	NN	time
the	DT	the
compere	NN	compere
said	VBD	say
something	NN	something
,	,	,
this	DT	this
guy	NN	guy
would	MD	would
shout	VB	shout
,	,	,
“	``	"
That	DT	that
’s	VBZ	be
me	PP	me
!	SENT	!
”	''	"
really	RB	really
loudly	RB	loudly
.	SENT	.
At	IN	at
first	JJ	first
everyone	NN	everyone
was	VBD	be
just	RB	just
confused	VBN	confuse
,	,	,
like	VB	like
,	,	,
what	WP	what
’s	VBZ	have
he	PP	he
on	IN	on
about	RB	about
?	SENT	?
Then	RB	then
people	NNS	people
started	VBD	start
talking	VBG	talk
to	TO	to
him	PP	him
,	,	,
trying	VBG	try
to	TO	to
work	VB	work
it	PP	it
out	RP	out
.	SENT	.
In	IN	in
the	DT	the
end	NN	end
the	DT	the
compere	NN	compere
clearly	RB	clearly
decided	VBD	decide
he	PP	he
was	VBD	be
a	DT	a
complete	JJ	complete
nutter	NN	nutter
and	CC	and
tried	VBD	try
not	RB	not
to	TO	to
engage	VB	engage
,	,	,
but	CC	but
the	DT	the
bloke	NN	bloke
kept	VBD	keep
standing	VBG	stand
up	RP	up
and	CC	and
saying	VBG	say
loads	NNS	load
of	IN	of
stupid	JJ	stupid
things	NNS	thing
.	SENT	.
