there	EX	there
’s	VBZ	be
this	DT	this
guy	NN	guy
I	PP	I
know	VBP	know
whose	WP$	whose
employee	NN	employee
was	VBD	be
just	RB	just
a	DT	a
nightmare	NN	nightmare
.	SENT	.
She	PP	she
kept	VBD	keep
lying	VBG	lie
and	CC	and
skipping	VBG	skip
shifts	NNS	shift
,	,	,
and	CC	and
then	RB	then
one	CD	one
day	NN	day
she	PP	she
tried	VBD	try
to	TO	to
get	VB	get
out	RP	out
of	IN	of
a	DT	a
shift	NN	shift
by	IN	by
faking	VBG	fake
an	DT	an
email	NN	<unknown>
.	SENT	.
She	PP	she
forwarded	VBD	forward
an	DT	an
old	JJ	old
email	NN	<unknown>
to	TO	to
herself	PP	herself
to	TO	to
change	VB	change
the	DT	the
date	NN	date
,	,	,
but	CC	but
she	PP	she
did	VBD	do
it	PP	it
really	RB	really
badly	RB	badly
.	SENT	.
It	PP	it
was	VBD	be
supposed	VBN	suppose
to	TO	to
look	VB	look
like	IN	like
it	PP	it
was	VBD	be
sent	VBN	send
on	IN	on
the	DT	the
29th	JJ	29th
of	IN	of
January	NP	January
,	,	,
but	CC	but
she	PP	she
changed	VBD	change
it	PP	it
to	TO	to
the	DT	the
29th	JJ	29th
of	IN	of
February	NP	February
instead	RB	instead
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
that	DT	that
date	NN	date
did	VBD	do
n’t	RB	n't
even	RB	even
exist	VB	exist
,	,	,
so	RB	so
it	PP	it
was	VBD	be
obvious	JJ	obvious
something	NN	something
was	VBD	be
wrong	JJ	wrong
.	SENT	.
She	PP	she
did	VBD	do
n’t	RB	n't
turn	VB	turn
up	RP	up
for	IN	for
the	DT	the
shift	NN	shift
anyway	RB	anyway
,	,	,
and	CC	and
he	PP	he
ended	VBD	end
up	RP	up
firing	VBG	fire
her	PP	her
by	IN	by
text	NN	text
message	NN	message
after	IN	after
she	PP	she
did	VBD	do
n’t	RB	n't
show	VB	show
.	SENT	.
Now	RB	now
she	PP	she
’s	VBZ	have
got	VBN	get
a	DT	a
lawyer	NN	lawyer
and	CC	and
is	VBZ	be
claiming	VBG	claim
unfair	JJ	unfair
dismissal	NN	dismissal
,	,	,
and	CC	and
apparently	RB	apparently
she	PP	she
’s	VBZ	be
actually	RB	actually
in	IN	in
the	DT	the
right	NN	right
legally	RB	legally
.	SENT	.
Because	IN	because
he	PP	he
did	VBD	do
n’t	RB	n't
go	VB	go
through	IN	through
the	DT	the
proper	JJ	proper
procedure	NN	procedure
with	IN	with
verbal	JJ	verbal
and	CC	and
written	JJ	written
warnings	NNS	warning
,	,	,
he	PP	he
has	VBZ	have
to	TO	to
pay	VB	pay
her	PP$	her
severance	NN	severance
even	RB	even
though	IN	though
her	PP$	her
behaviour	NN	behaviour
was	VBD	be
totally	RB	totally
out	RB	out
of	IN	of
order	NN	order
.	SENT	.
