There	EX	there
was	VBD	be
this	DT	this
man	NN	man
who	WP	who
did	VBD	do
this	DT	this
water	NN	water
thing	NN	thing
,	,	,
you	PP	you
know	VBP	know
,	,	,
some	DT	some
kind	NN	kind
of	IN	of
technique	NN	technique
,	,	,
in	IN	in
front	NN	front
of	IN	of
these	DT	these
two	CD	two
blokes	NNS	bloke
who	WP	who
were	VBD	be
really	RB	really
sceptical	JJ	sceptical
.	SENT	.
They	PP	they
were	VBD	be
watching	VBG	watch
him	PP	him
and	CC	and
not	RB	not
believing	VBG	believe
it	PP	it
at	IN	at
all	DT	all
.	SENT	.
Then	RB	then
one	CD	one
of	IN	of
them	PP	them
decided	VBD	decide
to	TO	to
have	VB	have
a	DT	a
go	VB	go
himself	PP	himself
,	,	,
just	RB	just
to	TO	to
see	VB	see
what	WP	what
would	MD	would
happen	VB	happen
.	SENT	.
After	IN	after
he	PP	he
’d	VBD	have
tried	VBN	try
it	PP	it
,	,	,
the	DT	the
man	NN	man
went	VBD	go
over	RP	over
to	TO	to
him	PP	him
and	CC	and
sort	VB	sort
of	IN	of
examined	VBD	examine
him	PP	him
,	,	,
did	VBD	do
his	PP$	his
thing	NN	thing
,	,	,
and	CC	and
then	RB	then
said	VBD	say
,	,	,
“	``	"
You	PP	you
’ve	VBP	have
got	VBN	get
an	DT	an
allergy	NN	allergy
,	,	,
have	VBP	have
n’t	RB	n't
you	PP	you
?	SENT	?
”	''	"
The	DT	the
bloke	NN	bloke
was	VBD	be
a	DT	a
bit	NN	bit
taken	VBN	take
aback	RB	aback
and	CC	and
said	VBD	say
yes	UH	yes
.	SENT	.
Then	RB	then
the	DT	the
man	NN	man
added	VBD	add
that	IN	that
it	PP	it
was	VBD	be
an	DT	an
allergy	NN	allergy
to	TO	to
tree	NN	tree
pollen	NN	pollen
.	SENT	.
The	DT	the
sceptical	JJ	sceptical
bloke	NN	bloke
confirmed	VBD	confirm
that	DT	that
was	VBD	be
exactly	RB	exactly
right	JJ	right
.	SENT	.
