When	WRB	when
I	PP	I
travel	VBP	travel
I	PP	I
always	RB	always
use	VBP	use
inner‑ear	JJ	<unknown>
headphones	NN	headphones
now	RB	now
,	,	,
instead	RB	instead
of	IN	of
earplugs	NNS	earplug
,	,	,
to	TO	to
help	VB	help
me	PP	me
sleep	VB	sleep
in	IN	in
really	RB	really
noisy	JJ	noisy
places	NNS	place
.	SENT	.
I	PP	I
started	VBD	start
doing	VBG	do
it	PP	it
after	IN	after
staying	VBG	stay
in	IN	in
this	DT	this
room	NN	room
above	IN	above
a	DT	a
club	NN	club
in	IN	in
Belize	NP	Belize
–	:	-
it	PP	it
was	VBD	be
so	RB	so
loud	JJ	loud
,	,	,
but	CC	but
the	DT	the
headphones	NN	headphones
made	VBD	make
it	PP	it
bearable	JJ	bearable
.	SENT	.
I	PP	I
’ve	VBP	have
had	VBD	have
some	DT	some
pretty	JJ	pretty
frightening	JJ	frightening
nights	NNS	night
in	IN	in
India	NP	India
too	RB	too
,	,	,
with	IN	with
people	NNS	people
knocking	VBG	knock
on	IN	on
the	DT	the
door	NN	door
and	CC	and
actually	RB	actually
trying	VBG	try
the	DT	the
handle	NN	handle
,	,	,
and	CC	and
I	PP	I
was	VBD	be
just	RB	just
lying	VBG	lie
there	RB	there
thinking	VBG	think
,	,	,
please	UH	please
,	,	,
whoever	WP	whoever
this	DT	this
is	VBZ	be
,	,	,
just	RB	just
go	VB	go
away	RB	away
.	SENT	.
Using	VBG	use
one	CD	one
inner‑ear	NN	<unknown>
headphone	NN	headphone
while	IN	while
the	DT	the
other	JJ	other
ear	NN	ear
rests	VBZ	rest
on	IN	on
the	DT	the
pillow	NN	pillow
makes	VBZ	make
a	DT	a
huge	JJ	huge
difference	NN	difference
.	SENT	.
It	PP	it
does	VBZ	do
n’t	RB	n't
block	VB	block
all	PDT	all
the	DT	the
sound	NN	sound
,	,	,
but	CC	but
it	PP	it
distances	VBZ	distance
it	PP	it
so	IN	so
it	PP	it
feels	VBZ	feel
far	RB	far
away	RB	away
.	SENT	.
I	PP	I
strongly	RB	strongly
recommend	VBP	recommend
it	PP	it
.	SENT	.
