well	RB	well
I	PP	I
just	RB	just
got	VBD	get
as	IN	as
I	PP	I
got	VBD	get
towards	IN	towards
the	DT	the
top	JJ	top
and	CC	and
there	EX	there
was	VBD	be
there	EX	there
was	VBD	be
a	DT	a
woman	NN	woman
there	RB	there
and	CC	and
I	PP	I
was	VBD	be
sort	NN	sort
of	IN	of
waving	VBG	wave
to	TO	to
her	PP$	her
saying	VBG	say
I	PP	I
ca	MD	ca
n't	RB	n't
get	VB	get
off	IN	off
I	NP	I
c	SYM	c
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
so	IN	so
she	PP	she
slowed	VBD	slow
the	DT	the
lift	NN	lift
down	IN	down
I	PP	I
thought	VBD	think
bless	VB	bless
her	PP	her
bless	VB	bless
her	PP	her
and	CC	and
then	RB	then
I	PP	I
put	VBD	put
the	DT	the
bar	NN	bar
up	RB	up
and	CC	and
then	RB	then
she	PP	she
let	VBP	let
go	VB	go
of	IN	of
the	DT	the
thing	NN	thing
and	CC	and
the	DT	the
lift	NN	lift
speeded	VBN	speed
up	RP	up
again	RB	again
and	CC	and
I	PP	I
was	VBD	be
like	IN	like
what	WDT	what
and	CC	and
she	PP	she
came	VBD	come
over	RP	over
and	CC	and
she	PP	she
put	VBD	put
her	PP$	her
arm	NN	arm
out	RP	out
so	IN	so
I	PP	I
was	VBD	be
like	JJ	like
oh	UH	oh
I	PP	I
thought	VBD	think
okay	JJ	okay
so	IN	so
I	PP	I
grabbed	VBD	grab
hold	VB	hold
of	IN	of
her	PP	her
arm	VBP	arm
my	PP$	my
skis	NNS	ski
hit	VBD	hit
the	DT	the
thing	NN	thing
I	PP	I
stood	VBD	stand
up	RB	up
and	CC	and
then	RB	then
cos	NN	cos
I	PP	I
was	VBD	be
thinking	VBG	think
ah	UH	ah
I	PP	I
kept	VBD	keep
hold	VB	hold
of	IN	of
her	PP$	her
arm	NN	arm
and	CC	and
I	PP	I
was	VBD	be
pulling	VBG	pull
she	PP	she
was	VBD	be
headfirst	RB	headfirst
backwards	RB	backwards
on	IN	on
her	PP	her
back	VBP	back
I	PP	I
was	VBD	be
pulling	VBG	pull
her	PP	her
like	IN	like
this	DT	this
and	CC	and
she	PP	she
was	VBD	be
going	VBG	go
pe	NN	pe
pe	NN	pe
pe	NN	pe
pe	NN	pe
in	IN	in
French	JJ	French
and	CC	and
I	PP	I
was	VBD	be
going	VBG	go
down	RP	down
going	VBG	go
ah	UH	ah
oh	UH	oh
sorry	RB	sorry
sorry	RB	sorry
let	VB	let
go	VB	go
of	IN	of
her	PP	her
I	PP	I
was	VBD	be
going	VBG	go
I	PP	I
said	VBD	say
I	PP	I
could	MD	could
n't	RB	n't
get	VB	get
off	IN	off
you	PP	you
know	VBP	know
and	CC	and
then	RB	then
I	PP	I
had	VBD	have
to	TO	to
stand	VB	stand
