well	RB	well
it	PP	it
's	VBZ	be
it	PP	it
's	VBZ	be
yeah	RB	yeah
it	PP	it
's	VBZ	be
just	RB	just
that	IN	that
it	PP	it
was	VBD	be
more	RBR	more
a	DT	a
kind	NN	kind
of	IN	of
I	PP	I
'm	VBP	be
not	RB	not
gonna	VBG	gonna
do	VBP	do
that	IN	that
rather	RB	rather
than	IN	than
I	PP	I
know	VBP	know
I	PP	I
said	VBD	say
I	PP	I
'd	MD	will
do	VB	do
this	DT	this
but	CC	but
this	DT	this
other	JJ	other
thing	NN	thing
's	VBZ	be
also	RB	also
come	VBN	come
up	RP	up
and	CC	and
you	PP	you
know	VBP	know
and	CC	and
and	CC	and
I	PP	I
'd	MD	will
really	RB	really
like	VB	like
to	TO	to
I	PP	I
'm	VBP	be
sorry	JJ	sorry
and	CC	and
you	PP	you
know	VBP	know
rather	RB	rather
than	IN	than
being	VBG	be
like	IN	like
that	WDT	that
I	PP	I
guess	VBP	guess
I	PP	I
do	VBP	do
n't	RB	n't
mind	VB	mind
in	IN	in
principle	NN	principle
him	PP	him
seeing	VBG	see
fr	NN	Fr
he	PP	he
has	VBZ	have
n't	RB	n't
seen	VBN	see
for	IN	for
a	DT	a
while	NN	while
in	IN	in
London	NP	London
that	WDT	that
's	VBZ	be
not	RB	not
the	DT	the
issue	NN	issue
it	PP	it
's	VBZ	be
just	RB	just
more	JJR	more
the	DT	the
how	WRB	how
it	PP	it
was	VBD	be
phrased	VBN	phrase
like	IN	like
he	PP	he
did	VBD	do
n't	RB	n't
tell	VB	tell
us	PP	us
and	CC	and
he	PP	he
was	VBD	be
n't	RB	n't
gonna	VBG	gonna
text	NN	text
me	FW	me
tonight	NN	tonight
I	PP	I
texted	VBD	<unknown>
him	PP	him
you	PP	you
know	VBP	know
it	PP	it
would	MD	would
just	RB	just
be	VB	be
nice	JJ	nice
if	IN	if
he	PP	he
was	VBD	be
a	DT	a
bit	NN	bit
more	RBR	more
proactive	JJ	proactive
about	IN	about
the	DT	the
whole	JJ	whole
thing	NN	thing
and	CC	and
er	NN	er
and	CC	and
not	RB	not
taking	VBG	take
it	PP	it
for	IN	for
granted	VBN	grant
that	IN	that
he	PP	he
could	MD	could
just	RB	just
do	VB	do
whatever	WDT	whatever
he	PP	he
wanted	VBD	want
slash	VB	slash
that	IN	that
we	PP	we
'd	MD	will
pick	VB	pick
him	PP	him
up	RP	up
