well	RB	well
when	WRB	when
I	PP	I
came	VBD	come
from	IN	from
New	NP	New
Zealand	NP	Zealand
to	TO	to
erm	NN	erm
to	TO	to
to	TO	to
England	NP	England
it	PP	it
was	VBD	be
n't	RB	n't
the	DT	the
same	JJ	same
job	NN	job
the	DT	the
same	JJ	same
job	NN	job
did	VBD	do
n't	RB	n't
exist	VB	exist
erm	NN	erm
we	PP	we
had	VBD	have
a	DT	a
very	JJ	very
project	NN	project
management	NN	management
based	VBN	base
role	NN	role
when	WRB	when
we	PP	we
were	VBD	be
working	VBG	work
in	IN	in
New	NP	New
Zealand	NP	Zealand
and	CC	and
then	RB	then
when	WRB	when
we	PP	we
got	VBD	get
to	TO	to
England	NP	England
the	DT	the
reality	NN	reality
of	IN	of
it	PP	it
was	VBD	be
in	IN	in
in	IN	in
England	NP	England
they	PP	they
use	VBP	use
the	DT	the
work	NN	work
surveyor	NN	surveyor
for	IN	for
a	DT	a
variety	NN	variety
of	IN	of
different	JJ	different
things	NNS	thing
you	PP	you
could	MD	could
be	VB	be
a	DT	a
plumber	NN	plumber
and	CC	and
be	VB	be
a	DT	a
surveyor	NN	surveyor
you	PP	you
could	MD	could
be	VB	be
a	DT	a
building	NN	building
surveyor	NN	surveyor
you	PP	you
could	MD	could
be	VB	be
a	DT	a
land	NN	land
surveyor	NN	surveyor
you	PP	you
could	MD	could
be	VB	be
erm	VB	<unknown>
you	PP	you
you	PP	you
could	MD	could
be	VB	be
electrical	JJ	electrical
surveyor	NN	surveyor
you	PP	you
know	VBP	know
you	PP	you
could	MD	could
be	VB	be
an	DT	an
insurance	NN	insurance
surveyor	NN	surveyor
all	RB	all
of	IN	of
these	DT	these
kind	NN	kind
of	IN	of
things	NNS	thing
and	CC	and
he	PP	he
uses	VBZ	use
it	PP	it
in	IN	in
its	PP$	its
true	JJ	true
sense	NN	sense
but	CC	but
the	DT	the
thing	NN	thing
is	VBZ	be
is	VBZ	be
in	IN	in
New	NP	New
Zealand	NP	Zealand
surveyor	NN	surveyor
and	CC	and
in	IN	in
Australia	NP	Australia
surveyors	NNS	surveyor
were	VBD	be
important	JJ	important
because	IN	because
they	PP	they
were	VBD	be
the	DT	the
people	NNS	people
who	WP	who
set	VBD	set
out	RP	out
the	DT	the
land	NN	land
they	PP	they
were	VBD	be
the	DT	the
people	NNS	people
who	WP	who
did	VBD	do
a	DT	a
lot	NN	lot
of	IN	of
exploration	NN	exploration
and	CC	and
adventure	NN	adventure
up	IN	up
front	NN	front
